Gene_ID	subject_id	D_T1_Rep1	D_T1_Rep2	D_T1_Rep3	D_T1_Rep4	D_T2_Rep1	D_T2_Rep2	D_T2_Rep3	D_T2_Rep4
WUAT02010378.1	Potri.013G083000.1	5178	6326	3584	2576	4474	3158	4366	5056
WUAT02010387.1	Potri.006G154200.1	9444	10270	11682	7666	12154	9568	10912	12150
WUAT02010389.1	Potri.010G141000.1	182	366	246	186	406	344	1014	1084
WUAT02010392.1	Potri.003G201200.4	25094	27202	32788	28468	36280	32662	36374	46968
WUAT02010393.1	Potri.010G160700.3	10738	9796	6492	5038	8810	9226	6652	5802
WUAT02010394.1	Potri.010G093200.3	6288	7452	8940	6588	6056	5520	5616	6696
WUAT02010396.1	Potri.011G132600.1	151748	191150	90308	68430	90836	96368	45150	46300
WUAT02010397.1	Potri.017G128300.2	34452	37088	47544	41218	41012	41280	41078	51328
WUAT02010400.1	Potri.006G229300.1	76	114	132	94	148	86	20	136
WUAT02010401.1	Potri.004G032800.2	4188	4026	3818	3194	4020	3792	3964	3808
WUAT02010402.1	Potri.006G259400.7	118396	130546	95342	56044	92860	89106	46600	64278
WUAT02010405.1	Potri.001G320400.2	225888	262552	147538	84636	115914	117740	32284	58760
WUAT02010410.1	Potri.002G110700.5	22518	25696	20262	17716	23802	30808	29302	48536
WUAT02010414.1	Potri.013G142232.5	2330	3054	2480	1576	5930	4080	3248	5666
WUAT02010415.1	Potri.015G096300.1	11072	11806	11208	7832	10408	11722	6950	10068
WUAT02010418.1	Potri.001G206700.1	13222	17052	15654	10926	22790	19894	24382	29558
WUAT02010430.1	Potri.011G074150.1	2252	2058	2902	2470	3258	2320	2308	5630
WUAT02010432.1	Potri.003G198301.2	4868	5740	5530	4114	8844	6602	12618	10250
WUAT02010434.1	Potri.008G117000.1	7336	12104	6602	4018	6886	7786	4510	5296
WUAT02010436.1	Potri.015G096000.4	8408	8626	10504	10638	9964	14186	9978	14056
WUAT02010437.1	Potri.013G162700.1	4798	6326	7580	5410	5882	5858	5240	5424
WUAT02010438.1	Potri.001G042600.1	15846	14348	17678	11914	23534	14394	22308	20264
WUAT02010441.1	Potri.014G154900.1	21476	21508	26046	19356	19042	18568	19190	22414
WUAT02010443.1	Potri.003G111600.3	9818	10914	6172	4516	6196	4546	4146	5488
WUAT02010445.1	Potri.013G068400.16	9354	11234	9026	7610	10738	11086	10858	12906
WUAT02010446.1	Potri.001G312800.9	5550	5540	4094	3790	4836	4556	5282	6220
WUAT02010450.1	Potri.009G134300.12	624	1538	1438	1088	1976	1532	1526	2322
WUAT02010453.1	Potri.004G084233.1	5534	5264	5776	4594	7058	5996	4998	6108
WUAT02010455.1	Potri.017G013500.1	14376	14872	13644	10194	13480	12858	12602	15582
WUAT02010459.1	Potri.008G145600.1	7768	11854	9366	5762	9328	7724	10856	8376
WUAT02010462.1	Potri.007G062582.1	0	0	0	4	6	2	10	0
WUAT02010465.1	Potri.002G208251.1	16	24	2	6	12	10	30	6
WUAT02010468.1	Potri.008G130400.1	13066	14282	9994	8218	13032	12212	10842	15464
WUAT02010469.1	Potri.016G144100.3	9082	4290	9838	6424	5696	5408	7692	5312
WUAT02010472.1	Potri.015G131100.5	52256	73316	74378	57800	78734	89768	51078	39802
WUAT02010473.1	Potri.005G212700.1	2696	3012	2320	1864	2556	2228	3010	3138
WUAT02010474.1	Potri.004G032800.2	4062	4168	4444	3790	6782	6316	7404	8374
WUAT02010477.1	Potri.013G143400.2	18702	24188	16686	12754	22334	17952	26618	24006
WUAT02010483.1	Potri.001G412700.1	1178	2118	1838	4502	12196	3042	5036	5078
WUAT02010485.1	Potri.T077590.1	2578	2376	1456	1910	3396	4196	5410	3810
WUAT02010486.1	Potri.006G241000.6	4218	5000	4244	3092	4564	4268	5374	5798
WUAT02010487.1	Potri.005G087300.1	17046	19594	11268	10812	13870	17726	6772	5402
WUAT02010489.1	Potri.005G109000.1	1422	2430	2078	2316	862	1430	1858	1956
WUAT02010492.1	Potri.001G342933.1	572	762	1118	750	834	934	910	582
WUAT02010495.1	Potri.016G014000.1	1056	718	1094	550	1446	1086	716	564
WUAT02010496.1	Potri.014G185948.1	8	0	2	10	8	0	4	10
WUAT02010500.1	Potri.010G052500.1	26440	33954	33898	28520	44306	40630	47246	51830
WUAT02010503.1	Potri.006G181900.3	57326	64198	17662	5450	21272	17202	876	1436
WUAT02010513.1	Potri.001G267900.2	72928	94784	86118	55980	88126	80234	88748	97770
WUAT02010522.1	Potri.002G226800.3	69462	86410	53956	42948	59444	54812	48462	56612
WUAT02010526.1	Potri.005G200000.6	48948	55028	30910	21260	37258	37572	23944	32262
WUAT02010527.1	Potri.001G302000.4	3316	6770	9534	2654	1666	2044	254	820
WUAT02010528.1	Potri.008G083200.6	754	392	1164	166	344	346	232	1074
WUAT02010531.1	Potri.013G027600.2	90812	96652	132174	95034	98032	110702	67772	73844
WUAT02010536.1	Potri.016G059700.3	28350	31930	31884	22890	30398	30470	21802	27400
WUAT02010539.1	Potri.010G231500.1	18	114	46	410	384	676	50	20
WUAT02010540.1	Potri.009G149100.1	20656	25898	32474	19114	27464	35736	24368	22160
WUAT02010542.1	Potri.014G176500.1	1774	2164	2610	1766	2450	2098	2264	2784
WUAT02010545.1	Potri.014G170300.8	68070	91746	55600	40646	63596	63212	47290	44386
WUAT02010549.1	Potri.013G163000.1	1330	1964	1976	1178	4912	2276	2982	5062
WUAT02010550.1	Potri.007G062081.1	3116	3096	3216	1684	3530	5008	2022	2766
WUAT02010551.1	Potri.007G062302.2	1198	1120	2932	4666	1290	3242	1980	3748
WUAT02010552.1	Potri.013G067400.1	2410	3246	1362	1476	1968	2186	1554	1506
WUAT02010553.1	Potri.013G140260.3	14920	14996	9554	5440	10494	6764	7464	10756
WUAT02010557.1	Potri.001G087800.3	72664	72386	34416	26832	36024	27740	32224	31182
WUAT02010560.1	Potri.019G103500.1	18	38	0	6	8	66	26	18
WUAT02010567.1	Potri.016G053500.1	2326	17606	6764	4866	5750	3738	4664	5250
WUAT02010568.1	Potri.007G108200.1	1148	1856	1530	1230	984	1812	640	498
WUAT02010571.1	Potri.018G146300.1	22272	27684	23670	17900	23062	22134	15018	19658
WUAT02010572.1	Potri.010G022000.6	6148	6556	6146	4690	5456	4526	4040	4344
WUAT02010573.1	Potri.004G098700.1	3760	6682	5776	5466	6952	6488	6376	8260
WUAT02010576.1	Potri.012G088300.6	47916	59826	54570	39492	53412	48300	55502	59402
WUAT02010579.1	Potri.014G185948.1	4	4	2	16	2	10	2	2
WUAT02010581.1	Potri.002G232600.2	53938	66366	64704	56964	64912	68868	70822	76502
WUAT02010587.1	Potri.013G133550.2	25748	36054	33762	21750	33538	28018	34680	43394
WUAT02010590.1	Potri.010G208400.1	5800	7538	7942	5732	7518	6988	8060	10460
WUAT02010594.1	Potri.009G170100.2	13894	16204	14942	12142	14496	14196	15286	14254
WUAT02010595.1	Potri.013G142232.5	30	48	14	40	14	16	14	26
WUAT02010599.1	Potri.005G047550.1	370	510	732	994	718	982	624	724
WUAT02010603.1	Potri.009G143200.2	4834	4666	7142	6398	6400	9026	6000	6498
WUAT02010608.1	Potri.008G146100.1	4768	5556	5684	4146	6080	4608	4932	5082
WUAT02010612.1	Potri.007G061781.1	14006	18156	40528	28748	23088	20228	21546	47012
WUAT02010614.1	Potri.013G133550.2	2	10	6	38	36	18	8	50
WUAT02010615.1	Potri.013G141700.3	982	1902	3184	1806	16064	3816	6694	5708
WUAT02010617.1	Potri.001G312800.9	1908	2098	2028	1666	2692	1924	2514	2712
WUAT02010618.1	Potri.016G088600.1	8518	9308	8562	5298	7362	6996	6220	7758
WUAT02010619.1	Potri.015G056501.3	214	548	190	220	442	296	508	448
WUAT02010621.1	Potri.018G066200.1	51458	58826	64648	49650	49380	57454	69690	106844
WUAT02010622.1	Potri.016G080600.1	40930	50230	53108	44686	54074	53236	74910	72966
WUAT02010628.1	Potri.013G139112.2	0	0	4	4	0	6	0	0
WUAT02010629.1	Potri.007G001300.1	1380	1138	1284	704	1206	1072	704	1120
WUAT02010630.1	Potri.013G143400.2	3572	6402	5278	1316	5162	3504	2278	1834
WUAT02010635.1	Potri.018G025000.3	2026	2564	2304	1054	1936	2346	2064	3024
WUAT02010639.1	Potri.008G048900.6	15562	23830	20732	14664	54290	25600	31040	37058
WUAT02010644.1	Potri.013G133550.2	6744	7226	6594	5806	8312	7544	8022	8084
WUAT02010645.1	Potri.014G185948.1	1458	1714	376	594	1344	1152	1642	774
WUAT02010649.1	Potri.006G017400.1	54520	46194	44216	18730	92090	52954	59376	63200
WUAT02010657.1	Potri.008G219000.4	27362	28928	40964	25332	37464	20640	35168	45888
WUAT02010661.1	Potri.013G141912.1	1350	3674	6622	2352	4312	3542	6020	4520
WUAT02010666.1	Potri.003G131300.1	28396	28028	46058	55022	48860	67102	55904	55976
WUAT02010668.1	Potri.001G216900.2	33262	42226	52130	35978	41834	47138	58462	64910
WUAT02010676.1	Potri.006G260100.4	2	4	12	22	12	4	2	6
WUAT02010680.1	Potri.001G312800.7	838	912	962	1110	1030	1182	1104	952
WUAT02010684.1	Potri.013G031700.2	5114	4988	5526	4788	6378	7032	5624	7578
WUAT02010685.1	Potri.002G224000.2	3804	7184	7338	4842	6182	3128	2726	2586
WUAT02010693.1	Potri.010G137400.2	34612	47504	51030	42072	44248	40880	61272	63506
WUAT02010696.1	Potri.003G014176.1	8	6	6	4	14	14	10	46
WUAT02010698.1	Potri.004G145500.11	1216	1944	2292	3512	2186	2334	6574	4374
WUAT02010699.1	Potri.001G441040.1	114	334	86	136	132	112	982	88
WUAT02010702.1	Potri.006G103400.3	8898	8952	5864	4808	5120	5840	6872	6682
WUAT02010704.1	Potri.013G074950.1	16	16	32	38	0	30	0	28
WUAT02010707.1	Potri.005G082901.1	26254	30140	18408	12252	17504	17966	12554	15792
WUAT02010711.1	Potri.003G060300.3	766	1114	562	324	432	714	282	256
WUAT02010713.1	Potri.001G335200.1	12142	18302	15654	18250	36318	21312	23266	39570
WUAT02010720.1	Potri.001G012200.7	99680	109270	85064	52912	74260	83036	53356	54064
WUAT02010721.1	Potri.013G138201.1	14650	16612	11428	11074	12212	12016	12776	12100
WUAT02010724.1	Potri.007G033000.5	8766	10824	10316	8196	10964	11166	12722	12354
WUAT02010729.1	Potri.007G061981.1	2680	3046	3014	2876	2368	3826	4394	6608
WUAT02010733.1	Potri.014G177700.1	5012	7166	5348	4158	5736	7338	3592	3042
WUAT02010738.1	Potri.001G312800.7	9596	8894	12220	9500	10122	10424	11432	11594
WUAT02010739.1	Potri.012G031250.1	700	1818	2216	186	222	496	434	238
WUAT02010742.1	Potri.002G089800.2	17380	19746	17342	14970	29178	21408	26898	33562
WUAT02010743.1	Potri.T124307.2	19594	22004	20036	16562	18494	19688	18290	20218
WUAT02010747.1	Potri.010G236100.4	16584	20424	14958	10822	37898	17846	15116	20274
WUAT02010748.1	Potri.014G052400.1	10906	13238	18258	13084	17220	15758	6776	11664
WUAT02010749.1	Potri.004G209800.15	15824	17224	18474	10724	15620	16358	11516	14200
WUAT02010760.1	Potri.003G045500.1	44	98	88	204	198	386	88	158
WUAT02010761.1	Potri.015G048300.1	47384	49566	81698	50048	65156	49622	55130	75556
WUAT02010762.1	Potri.019G083000.1	18686	21084	22570	15898	22792	20416	21204	21756
WUAT02010765.1	Potri.001G052500.1	97210	145744	83738	72030	65646	85860	70688	70804
WUAT02010774.1	Potri.004G084800.9	2918	4958	3764	3584	4342	3880	8264	7008
WUAT02010775.1	Potri.005G195300.1	8940	9490	8056	6652	7066	6744	6960	6976
WUAT02010778.1	Potri.013G029300.2	188	456	286	386	822	640	548	884
WUAT02010779.1	Potri.007G061861.1	354	778	344	714	782	1186	534	1030
WUAT02010781.1	Potri.001G312800.9	184	298	230	88	280	126	276	270
WUAT02010783.1	Potri.013G133550.2	7594	10220	9528	8582	10350	10460	9012	12158
WUAT02010788.1	Potri.013G004600.3	42914	48352	45378	35278	40276	41400	46346	42622
WUAT02010789.1	Potri.009G078000.2	4432	4414	2622	1718	3154	3240	1588	2416
WUAT02010790.1	Potri.006G154500.1	220	400	284	134	664	262	324	660
WUAT02010792.1	Potri.001G472700.1	115750	136632	129274	108904	128022	108926	122000	175618
WUAT02010797.1	Potri.012G058400.2	32614	44950	47878	41476	43294	51656	50812	48050
WUAT02010801.1	Potri.001G165000.1	46778	45958	17750	7054	20046	19288	5468	4742
WUAT02010803.1	Potri.010G081800.1	16704	19862	25144	22346	43144	51906	59488	50266
WUAT02010805.1	Potri.015G060300.1	176862	148542	113572	68984	149420	125696	87852	90602
WUAT02010806.1	Potri.013G137077.1	36	44	22	58	714	88	354	484
WUAT02010810.1	Potri.014G150300.1	2596	4140	3212	2514	2698	3480	2782	2872
WUAT02010812.1	Potri.018G068200.2	0	0	4	10	6	4	0	4
WUAT02010814.1	Potri.019G087700.1	26196	41280	30452	18430	25082	27908	32798	31912
WUAT02010815.1	Potri.013G144700.1	109416	110546	52494	34006	66814	53612	27718	34448
WUAT02010819.1	Potri.004G084900.1	53676	48430	27468	17104	28192	40682	16620	16626
WUAT02010823.1	Potri.013G162300.1	3448	4154	6500	3084	5156	4816	4336	5140
WUAT02010832.1	Potri.017G083200.6	2180	2810	3034	3184	8060	7642	7130	7032
WUAT02010833.1	Potri.004G174700.8	46128	54864	46072	36608	54626	55986	55980	59078
WUAT02010834.1	Potri.005G213300.6	8372	9610	10338	4966	13564	17446	19370	25408
WUAT02010836.1	Potri.007G115300.1	234	74	114	56	182	78	180	138
WUAT02010844.1	Potri.017G029900.1	34	58	26	90	338	188	232	298
WUAT02010846.1	Potri.005G024100.1	36950	43168	46094	32848	52462	47742	50124	48986
WUAT02010851.1	Potri.011G074750.3	926	1158	1638	92	1530	768	932	1470
WUAT02010855.1	Potri.013G143400.2	1036	2608	538	752	1116	1208	1096	1246
WUAT02010857.1	Potri.010G080700.6	10312	12702	11092	16034	9680	11070	10968	10374
WUAT02010859.1	Potri.004G140301.1	25088	23254	34896	22140	22816	30828	24730	35642
WUAT02010860.1	Potri.007G061861.1	2082	976	1226	3118	1180	1632	1968	2780
WUAT02010864.1	Potri.005G169100.6	156020	135522	162796	110418	70856	113404	55468	97474
WUAT02010866.1	Potri.013G140260.3	14	30	24	2	2	18	0	28
WUAT02010868.1	Potri.013G108600.4	4516	5916	4690	3508	4500	5274	4030	4232
WUAT02010869.1	Potri.018G132000.1	14768	11530	15972	10006	10138	13898	11440	17554
WUAT02010877.1	Potri.015G003000.9	3766	4674	6090	5304	5124	5770	7198	6320
WUAT02010878.1	Potri.001G144700.1	4842	8142	9666	5370	4758	7060	5274	7320
WUAT02010882.1	Potri.013G141700.4	24286	30754	37582	34630	33820	37216	39032	36496
WUAT02010886.1	Potri.004G035600.3	22924	29172	21796	21744	37650	28830	46480	46914
WUAT02010891.1	Potri.006G193700.1	35556	39058	44844	22028	35786	46252	38994	43928
WUAT02010892.1	Potri.010G042200.5	12438	14320	10642	7330	14420	11440	11798	14670
WUAT02010894.1	Potri.002G048300.6	46720	52574	67072	42532	38818	48050	70244	65766
WUAT02010896.1	Potri.014G140500.2	8806	11012	12306	8440	19202	16922	16374	23274
WUAT02010904.1	Potri.011G074401.1	4926	4488	3974	2962	4178	3712	4754	3686
WUAT02010905.1	Potri.003G151300.2	40522	30940	69288	7072	19778	39682	14966	11192
WUAT02010906.1	Potri.013G074650.1	6056	5304	8408	8714	8744	7754	17086	12476
WUAT02010909.1	Potri.010G052500.1	1728	1532	1358	1046	1294	1376	1098	1846
WUAT02010920.1	Potri.014G083800.1	1750	2878	1608	1224	2454	2038	2360	2638
WUAT02010923.1	Potri.001G158000.4	2958	2714	2944	1640	6598	6086	1994	3494
WUAT02010924.1	Potri.009G073300.1	1994	2458	1444	2236	1928	2678	3244	2492
WUAT02010927.1	Potri.001G258900.3	51282	67496	85560	84628	70586	83652	78180	79970
WUAT02010928.1	Potri.008G096000.9	17120	20140	20460	12586	19836	18626	29224	26592
WUAT02010933.1	Potri.001G060800.1	6434	6920	7422	5012	6390	7442	6892	14124
WUAT02010937.1	Potri.011G111400.2	18894	22566	19676	13302	26718	20970	18896	21936
WUAT02010940.1	Potri.012G055100.1	14250	19748	16698	14144	12720	13960	6726	7470
WUAT02010943.1	Potri.001G152150.1	8	0	4	0	0	2	0	4
WUAT02010945.1	Potri.006G253500.5	14842	15938	16642	13298	13244	13876	9866	9968
WUAT02010954.1	Potri.001G417300.1	21990	27726	23352	15892	22046	19750	20200	18734
WUAT02010955.1	Potri.013G143400.2	100	192	174	64	176	346	184	162
WUAT02010959.1	Potri.013G142124.1	2182	2858	2140	1500	2832	2198	3844	3324
WUAT02010963.1	Potri.013G143400.2	23688	23802	16738	13270	16414	16976	18654	20426
WUAT02010967.1	Potri.006G062200.1	7548	8412	7638	5216	9392	9430	10806	10356
WUAT02010971.1	Potri.011G074901.1	2040	2294	1844	1436	2142	2076	1980	2060
WUAT02010972.1	Potri.001G189500.6	22044	25658	26514	17364	27046	18220	9102	16848
WUAT02010977.1	Potri.006G109700.6	18546	18598	18598	14314	24392	16748	18840	20486
WUAT02010981.1	Potri.001G342933.1	15142	21088	19266	15118	21182	17680	38898	29228
WUAT02010990.1	Potri.012G031250.1	48730	70734	24462	56750	28066	18506	19114	22048
WUAT02010994.1	Potri.012G110800.1	734	3374	1680	1640	1484	1542	1948	1880
WUAT02010995.1	Potri.001G346200.1	3304	3548	4200	3416	4824	4406	8112	9794
WUAT02010997.1	Potri.018G040200.2	3400	4676	3108	2762	4548	2732	2424	2752
WUAT02010999.1	Potri.010G217700.1	4780	5752	2700	2400	4912	3574	3340	3878
WUAT02011001.1	Potri.018G150600.2	2720	74	1548	130	112	2134	340	3114
WUAT02011004.1	Potri.004G125150.1	122	168	200	184	328	354	470	436
WUAT02011006.1	Potri.019G054000.1	1544	1850	1622	1126	1978	1486	1684	1664
WUAT02011008.1	Potri.008G186900.11	24760	26642	27332	27422	33484	33426	40826	41804
WUAT02011012.1	Potri.014G147100.1	27508	36748	36650	27916	36834	37446	32602	47222
WUAT02011013.1	Potri.005G108500.1	19088	23042	22056	15150	21166	18698	17320	17298
WUAT02011018.1	Potri.013G143400.2	10	14	20	28	10	28	10	20
WUAT02011020.1	Potri.017G081100.3	32554	41256	20978	17302	23080	29472	19198	17124
WUAT02011022.1	Potri.003G062600.2	10144	13566	5286	3856	9888	10184	7212	6992
WUAT02011031.1	Potri.004G084800.9	3212	3286	3940	2744	4760	3636	3602	4568
WUAT02011040.1	Potri.013G133550.2	106	54	94	28	156	160	84	154
WUAT02011044.1	Potri.019G068200.1	492	1132	408	386	504	262	1030	420
WUAT02011045.1	Potri.016G061900.2	388	456	376	492	292	770	226	714
WUAT02011047.1	Potri.005G041101.3	1650	2144	1748	1286	2090	1848	2726	2428
WUAT02011049.1	Potri.012G086400.3	976	1470	768	390	582	1184	4722	2742
WUAT02011050.1	Potri.003G123200.1	17406	19480	20554	18624	17198	16758	11022	11512
WUAT02011053.1	Potri.006G244900.2	18446	19912	21730	17490	40390	29958	46164	52684
WUAT02011062.1	Potri.001G458700.1	3932	4326	6280	4838	5714	5440	4402	5478
WUAT02011064.1	Potri.013G128100.3	7962	9410	9224	6670	9028	7204	8542	8998
WUAT02011066.1	Potri.003G202300.3	9928	14312	10842	8844	58364	38590	101292	83364
WUAT02011071.1	Potri.009G037600.1	6914	8648	7474	5692	8568	7262	10546	10104
WUAT02011076.1	Potri.012G061900.11	30272	30126	25718	19384	24926	25076	25912	26926
WUAT02011077.1	Potri.007G094900.6	14004	16962	23330	14356	13098	17540	11650	16260
WUAT02011081.1	Potri.009G083100.1	11630	27768	12620	27838	43654	10522	51146	133612
WUAT02011083.1	Potri.008G060200.1	12524	8164	17796	29750	11086	6144	3226	7198
WUAT02011085.1	Potri.012G071600.7	8046	11696	15522	9742	22440	17308	35860	29588
WUAT02011094.1	Potri.002G176100.2	6460	7648	6122	5730	6650	8266	9190	10038
WUAT02011095.1	Potri.011G074100.1	776	842	1090	1322	1370	434	1602	530
WUAT02011097.1	Potri.009G090300.2	4112	4814	4614	3368	7240	4226	5130	6558
WUAT02011102.1	Potri.009G041400.7	76948	65598	58306	31888	125832	80410	87388	56352
WUAT02011103.1	Potri.001G275604.1	1894	2062	1434	936	1628	1364	1668	1620
WUAT02011106.1	Potri.013G067500.1	1322	3044	1464	1350	1820	1748	2162	3506
WUAT02011108.1	Potri.004G137100.2	3532	3110	3000	2954	2872	2754	2416	2942
WUAT02011111.1	Potri.013G138201.1	1850	2140	1594	1372	3090	2282	2904	3670
WUAT02011114.1	Potri.018G003100.1	14720	17978	13752	14014	18326	13702	74776	60656
WUAT02011116.1	Potri.013G066640.1	1672	2926	2784	2200	4052	2598	2968	3878
WUAT02011117.1	Potri.013G128600.5	156174	177464	240312	178702	160768	193036	138304	134722
WUAT02011125.1	Potri.001G027400.1	15082	16210	22570	18474	17288	17716	19374	20370
WUAT02011126.1	Potri.001G312800.7	340	284	338	262	1554	684	948	2858
WUAT02011129.1	Potri.012G078600.1	22376	27698	27994	20602	36128	27152	54252	57978
WUAT02011130.1	Potri.013G013900.4	2908	3072	3496	2704	4640	3802	4592	4696
WUAT02011138.1	Potri.013G133550.1	13110	10788	22526	7354	25438	19688	15326	21594
WUAT02011139.1	Potri.009G038001.2	3988	3636	3026	4608	13886	6694	9110	8812
WUAT02011143.1	Potri.010G222000.7	48490	57576	51146	36274	42342	42006	35364	36252
WUAT02011144.1	Potri.019G116866.1	8452	11760	16656	10650	9846	12076	10098	10592
WUAT02011148.1	Potri.012G111800.2	28594	35602	36886	24260	35930	34726	33956	35952
WUAT02011152.1	Potri.016G110900.1	3688	4094	4590	5314	4656	4544	3830	3750
WUAT02011156.1	Potri.017G090800.3	156160	153364	346512	161650	169702	161082	317840	297338
WUAT02011157.1	Potri.014G185804.1	456	410	738	210	158	406	580	482
WUAT02011158.1	Potri.001G312800.7	878	842	438	1128	2064	1898	896	1152
WUAT02011160.1	Potri.001G312800.7	6	4	12	2	18	12	6	44
WUAT02011161.1	Potri.002G205700.1	53742	63022	73702	55570	55536	58474	51214	50962
WUAT02011163.1	Potri.014G169100.2	324	432	584	204	320	418	250	448
WUAT02011170.1	Potri.007G062602.1	12094	13676	10292	5830	12886	14704	24560	88346
WUAT02011171.1	Potri.008G046500.1	3506	4518	4076	3432	2784	3776	2390	2688
WUAT02011174.1	Potri.005G239900.1	7510	3494	668	2250	6732	3314	5136	10796
WUAT02011179.1	Potri.001G312800.9	11882	12574	15296	10152	21252	13574	11208	14874
WUAT02011185.1	Potri.003G120600.1	8974	12070	11578	6236	8040	8296	6616	7532
WUAT02011188.1	Potri.003G072300.10	12040	13822	9350	7498	10054	10732	10326	10326
WUAT02011190.1	Potri.005G066600.4	11166	14104	10974	8608	15322	13274	20652	20900
WUAT02011191.1	Potri.004G049400.1	35324	49164	44702	33410	38506	39620	38148	42840
WUAT02011196.1	Potri.019G082500.3	50696	59540	69112	55460	61378	54250	76496	80398
WUAT02011202.1	Potri.001G312800.7	3094	3032	1996	1790	2436	2526	2370	3674
WUAT02011206.1	Potri.005G203000.4	40656	47694	47870	36900	45186	45660	43890	54498
WUAT02011209.1	Potri.010G059550.1	89138	94236	169342	54758	273908	220710	155064	716980
WUAT02011211.1	Potri.016G087900.1	27566	27884	35096	25646	39614	33482	23314	29298
WUAT02011214.1	Potri.008G147700.1	2962	4420	4148	2610	3418	3024	4832	6832
WUAT02011216.1	Potri.002G114200.1	22446	27402	26032	16668	44992	34324	41000	44670
WUAT02011217.1	Potri.010G173600.3	9948	10776	15778	12082	11464	11588	11932	15342
WUAT02011221.1	Potri.010G153000.2	21352	22138	22018	18178	24712	23444	23226	26546
WUAT02011226.1	Potri.006G130900.3	1838	2180	2612	1932	1876	2206	2044	2218
WUAT02011233.1	Potri.001G312800.7	93404	111436	102930	89822	127076	146800	143830	173846
WUAT02011238.1	Potri.001G042700.1	2644	1584	2794	2682	2982	3410	2398	2574
WUAT02011239.1	Potri.011G159000.1	264	840	386	754	502	330	436	300
