Gene_ID	subject_id	A_T1_Rep1	A_T1_Rep2	A_T1_Rep3	A_T1_Rep4	A_T2_Rep1	A_T2_Rep2	A_T2_Rep3	A_T2_Rep4
WUAT02011825.1	Potri.008G058600.6	5162	5468	5608	4256	5460	3188	7954	3544
WUAT02011827.1	Potri.003G085901.1	28684	18166	15312	23262	13846	14928	19812	17810
WUAT02011833.1	Potri.009G027900.1	19300	11698	11972	13638	11504	11310	13596	12588
WUAT02011836.1	Potri.011G062100.1	19640	26654	20874	12372	38924	57822	47968	28310
WUAT02011838.1	Potri.006G208600.1	13302	8566	14364	10886	11520	13016	12940	14712
WUAT02011857.1	Potri.003G040700.1	2354	1300	960	2	3608	1388	1528	1422
WUAT02011858.1	Potri.008G035300.11	37738	28344	26124	33652	42584	22676	26914	24254
WUAT02011863.1	Potri.014G046300.5	36854	29054	32260	28568	28260	28618	39204	37438
WUAT02011864.1	Potri.005G107066.1	832	604	328	594	552	814	826	962
WUAT02011866.1	Potri.006G081300.5	10062	7932	9886	8894	10040	10694	14156	12602
WUAT02011869.1	Potri.013G036300.1	1790	1694	1330	1890	1948	1260	2686	2460
WUAT02011872.1	Potri.008G147700.1	7964	4794	5480	6124	4424	5040	5118	9168
WUAT02011873.1	Potri.013G163000.1	10098	6836	9520	8106	6440	6356	7958	6986
WUAT02011877.1	Potri.011G075051.1	4982	3654	4566	3786	3750	5270	6592	4444
WUAT02011881.1	Potri.003G000500.10	10158	7856	7700	9622	9792	9078	14056	10464
WUAT02011890.1	Potri.005G068900.3	4914	3812	3616	3598	3384	3482	4670	3712
WUAT02011894.1	Potri.018G049600.1	7648	4594	4058	5626	19424	2268	2660	2200
WUAT02011898.1	Potri.011G076800.2	2876	1780	2870	1912	6102	2148	2430	1618
WUAT02011899.1	Potri.015G039000.4	48020	23066	26954	22166	19806	21624	23108	20294
WUAT02011907.1	Potri.016G091200.2	24138	15344	18030	17186	18842	17738	22686	21280
WUAT02011909.1	Potri.002G059000.3	14770	16872	16732	14590	15598	13110	17688	16108
WUAT02011913.1	Potri.007G020100.1	24470	16244	14592	19030	19726	34036	31858	33540
WUAT02011915.1	Potri.004G052100.1	1926	2076	3386	1592	774	134	232	310
WUAT02011916.1	Potri.003G034900.12	6040	7132	4770	7132	3704	3014	5038	5034
WUAT02011917.1	Potri.019G112300.2	2650	3292	3244	3872	3902	8102	6960	7114
WUAT02011921.1	Potri.011G072691.1	1926	2486	754	1832	2808	3440	6366	5654
WUAT02011922.1	Potri.001G465900.1	3708	1304	372	2746	518	930	676	3230
WUAT02011924.1	Potri.001G312800.9	0	2	18	0	0	0	2	0
WUAT02011927.1	Potri.008G043100.1	18220	13488	14368	16906	62398	21444	29250	9806
WUAT02011935.1	Potri.014G185804.1	9802	6718	5924	7144	9078	8464	10718	8276
WUAT02011940.1	Potri.003G128500.1	56882	46078	54316	50862	49146	58594	66630	60074
WUAT02011944.1	Potri.017G115500.1	22812	13750	18574	16520	26146	16364	27052	31396
WUAT02011947.1	Potri.013G142232.6	12	10	38	8	18	48	14	46
WUAT02011948.1	Potri.007G062242.1	57994	47090	71262	67182	52320	4402	11842	21866
WUAT02011949.1	Potri.010G052500.1	756	520	536	534	656	502	646	554
WUAT02011953.1	Potri.007G033801.2	27500	14086	14956	15120	12212	15830	23020	18024
WUAT02011954.1	Potri.012G031250.1	18	6	8	36	78	4	30	42
WUAT02011958.1	Potri.016G094100.3	6	34	32	16	30	22	6	22
WUAT02011959.1	Potri.010G052500.1	938	1250	1554	2732	4880	2840	5454	5750
WUAT02011962.1	Potri.013G133550.2	92382	91136	105776	64668	55536	65408	83996	68266
WUAT02011965.1	Potri.002G072100.1	48794	94878	87522	63660	116450	50298	54662	32748
WUAT02011967.1	Potri.002G132300.1	23266	24846	25124	22362	21492	23452	33720	30092
WUAT02011968.1	Potri.011G143900.3	33788	26512	29780	27280	32248	39432	42678	39108
WUAT02011975.1	Potri.014G095700.3	3112	3526	4874	3246	5274	3092	2792	2850
WUAT02011976.1	Potri.003G086400.5	8914	7460	5540	10076	7578	7198	11376	6452
WUAT02011980.1	Potri.008G070600.4	17762	14374	13380	12764	27870	38868	39226	22862
WUAT02011988.1	Potri.007G034900.11	6190	6480	5160	7018	6974	8072	11712	7210
WUAT02011989.1	Potri.013G142972.1	10960	9620	9480	8774	7838	10734	12662	11754
WUAT02011990.1	Potri.005G045500.4	2286	1866	1334	2146	2518	3962	3474	3892
WUAT02011993.1	Potri.003G134900.8	8850	7534	11232	10604	10590	12324	11518	11982
WUAT02011994.1	Potri.013G142124.1	278	178	194	202	432	242	1202	242
WUAT02011998.1	Potri.008G050200.3	61572	44852	51172	46532	46942	41950	47244	48466
WUAT02011999.1	Potri.013G143400.2	7664	5888	8190	6286	6666	8606	8534	9992
WUAT02012002.1	Potri.013G140850.2	2722	3390	3336	4194	5182	5124	7328	8570
WUAT02012003.1	Potri.002G055800.2	80264	59934	62572	66396	52136	49734	80950	57106
WUAT02012008.1	Potri.006G058700.1	49112	36800	51824	64510	27494	41146	54638	50496
WUAT02012012.1	Potri.014G003600.5	334	450	366	346	450	680	780	768
WUAT02012015.1	Potri.013G137900.3	8	130	12	0	72	66	4	0
WUAT02012016.1	Potri.008G097400.1	14432	13090	12578	14756	11446	13638	20852	18082
WUAT02012025.1	Potri.014G160000.1	47742	39190	44026	34358	32252	30678	39220	34182
WUAT02012026.1	Potri.013G162700.1	2492	1946	2828	1740	2714	3522	2438	2276
WUAT02012028.1	Potri.018G075000.5	986	948	1086	980	2558	954	2662	4268
WUAT02012030.1	Potri.009G012400.2	262	350	200	216	414	240	558	470
WUAT02012032.1	Potri.001G335300.1	4044	3560	3994	3612	4844	4220	8518	3960
WUAT02012035.1	Potri.010G023800.1	16106	12972	15022	13930	15374	15086	16664	16832
WUAT02012038.1	Potri.010G206600.1	3902	2930	2908	2944	3218	2964	4170	2796
WUAT02012039.1	Potri.013G160000.1	40466	33860	36288	34236	34352	36938	45692	44312
WUAT02012040.1	Potri.013G143400.2	7104	5704	5800	6748	7146	7262	10478	7224
WUAT02012053.1	Potri.006G016300.4	23620	16724	19212	20312	20332	14302	23260	20092
WUAT02012061.1	Potri.013G011600.4	22256	25460	29924	23448	24066	18442	21516	20294
WUAT02012067.1	Potri.013G130300.1	3086	3028	3804	2986	2474	2730	3628	3338
WUAT02012070.1	Potri.002G035900.1	43560	35604	39878	41430	39946	37390	42086	51026
WUAT02012079.1	Potri.012G002600.10	4578	4952	4022	3616	3490	5894	5646	3012
WUAT02012080.1	Potri.006G000700.8	28038	27276	26020	25050	25674	34362	33212	34036
WUAT02012084.1	Potri.013G144600.1	380	718	416	528	612	600	454	510
WUAT02012085.1	Potri.009G040700.2	2582	1588	3084	1846	2538	2762	3214	2160
WUAT02012087.1	Potri.001G440900.1	5070	4962	5668	4316	5736	5812	6150	7350
WUAT02012088.1	Potri.009G124500.1	31666	30132	34460	34622	36762	38768	39378	43820
WUAT02012089.1	Potri.003G032100.4	33302	31228	36256	31622	39470	40200	46194	37904
WUAT02012093.1	Potri.002G032100.2	24046	17900	24078	17148	22926	22854	26960	23442
WUAT02012094.1	Potri.014G185948.1	2010	750	1502	1092	1082	1166	45022	1410
WUAT02012097.1	Potri.008G221801.2	2670	2550	3052	2542	3584	3800	5432	3758
WUAT02012099.1	Potri.013G139112.1	20	8	20	50	6	32	624	68
WUAT02012106.1	Potri.001G219200.1	46968	38320	45080	36418	42420	37878	45126	42942
WUAT02012110.1	Potri.002G113300.1	108188	99776	109862	112136	100014	119602	112114	103080
WUAT02012111.1	Potri.002G209900.6	16198	9976	11730	12738	11760	12600	15798	17030
WUAT02012113.1	Potri.002G166200.1	18334	28196	15494	20932	13866	19882	35750	23502
WUAT02012114.1	Potri.011G028400.1	44	22	20	80	206	58	98	182
WUAT02012115.1	Potri.006G048800.1	17226	17382	13448	16216	13682	13666	14472	11778
WUAT02012123.1	Potri.006G113300.1	124956	65252	50810	70652	97824	50096	109898	71800
WUAT02012124.1	Potri.006G225700.1	90832	68636	78532	69662	65332	84810	117012	93246
WUAT02012125.1	Potri.014G090100.2	6418	5382	4686	6042	5802	5980	8116	6244
WUAT02012128.1	Potri.015G142000.1	9162	7144	8820	7828	6950	3816	4040	4208
WUAT02012129.1	Potri.011G027700.2	146272	113256	137782	119234	175036	111806	183506	151186
WUAT02012141.1	Potri.008G014100.1	10438	8762	7060	7572	6874	8534	7728	8458
WUAT02012142.1	Potri.009G012400.2	6442	6524	8716	6758	4584	2822	5418	3972
WUAT02012146.1	Potri.008G133400.13	38376	24438	34354	24404	22518	15836	23478	19414
WUAT02012151.1	Potri.008G054600.1	33178	29728	33766	28784	44630	51580	65948	48138
WUAT02012157.1	Potri.007G147200.1	2450	2442	2138	2352	1776	1844	2294	2032
WUAT02012160.1	Potri.014G099200.1	97832	68458	97034	92246	129350	124152	142412	176488
WUAT02012161.1	Potri.002G041100.1	2954	4454	4658	4510	34438	7400	35028	13102
WUAT02012162.1	Potri.013G021400.6	12956	8690	5520	12300	11584	10194	13874	12340
WUAT02012164.1	Potri.014G193500.10	120	40	128	48	146	96	94	112
WUAT02012169.1	Potri.006G232300.5	161888	34356	38892	38024	45872	65378	52740	67824
WUAT02012174.1	Potri.009G033600.1	36466	29236	33518	27938	33592	37050	45368	44192
WUAT02012177.1	Potri.006G197200.3	494	398	198	486	308	348	620	556
WUAT02012178.1	Potri.003G131200.1	348	282	232	438	356	576	474	286
WUAT02012180.1	Potri.002G205025.2	54826	38796	37468	35080	31948	73148	65382	60834
WUAT02012183.1	Potri.005G249200.1	38124	26526	28190	28134	29182	36916	41724	44832
WUAT02012187.1	Potri.007G061861.1	8294	7474	7246	6270	8718	7460	8136	7040
WUAT02012192.1	Potri.007G062322.1	70074	37432	50120	59702	36512	41656	66706	45382
WUAT02012199.1	Potri.014G185948.1	18	0	4	74	26	34	0	2
WUAT02012200.1	Potri.015G022000.1	5868	2558	4122	5082	3514	5592	8158	8342
WUAT02012203.1	Potri.001G433466.3	0	0	4	10	0	26	4	10
WUAT02012205.1	Potri.005G232800.1	9742	7296	7670	6056	6724	45550	38062	54348
WUAT02012207.1	Potri.002G109800.8	11688	9894	11212	11064	13612	13290	17458	16334
WUAT02012209.1	Potri.007G058500.1	694	956	760	776	1198	922	822	544
WUAT02012214.1	Potri.014G038600.2	24748	33490	25130	28558	21888	58760	56770	58164
WUAT02012216.1	Potri.002G011800.1	238	2	6	8	20	10	38	14
WUAT02012218.1	Potri.009G006100.3	2566	2140	2302	1832	1068	628	994	1116
WUAT02012223.1	Potri.002G215900.1	22830	17750	20638	18454	16076	15630	23638	18130
WUAT02012227.1	Potri.003G031900.4	47150	38576	39500	41912	45780	58080	65858	57984
WUAT02012229.1	Potri.010G082101.2	84150	57664	70294	81916	111310	85984	95896	107350
WUAT02012230.1	Potri.010G096500.2	1866	2518	1432	1120	272	336	1258	900
WUAT02012232.1	Potri.011G157100.1	26660	22672	30598	31074	28960	33328	41932	24760
WUAT02012236.1	Potri.006G222000.1	1036	672	720	812	1354	738	1022	1172
WUAT02012237.1	Potri.006G114700.1	8640	13964	11296	15768	13442	6150	20332	19046
WUAT02012242.1	Potri.006G222000.1	90	70	158	80	356	240	178	310
WUAT02012245.1	Potri.010G052500.1	53148	32202	39520	37238	37230	28510	40844	26584
WUAT02012249.1	Potri.012G064500.3	4092	3378	4386	3106	2738	2732	3748	2908
WUAT02012251.1	Potri.007G062302.2	3160	2826	1658	1482	2924	5696	1326	4682
WUAT02012255.1	Potri.004G137100.2	97706	75426	78688	81900	76428	103902	144622	116856
WUAT02012260.1	Potri.007G061861.1	33754	25822	36642	21872	31938	15658	20388	17602
WUAT02012262.1	Potri.002G114400.4	976	538	868	668	756	356	468	1088
WUAT02012263.1	Potri.013G074800.1	23708	17490	18968	17148	23214	21966	34440	28164
WUAT02012266.1	Potri.006G208300.2	5588	3718	3566	4340	4186	11204	8816	10160
WUAT02012268.1	Potri.005G012600.5	6518	4720	3682	4692	6300	4274	5000	3730
WUAT02012272.1	Potri.012G058400.2	940	732	964	846	620	406	742	892
WUAT02012277.1	Potri.003G130700.1	109014	129234	124532	118024	86074	128018	166756	142938
WUAT02012278.1	Potri.001G222700.1	17636	22410	28354	15182	13428	23104	18902	16552
WUAT02012279.1	Potri.001G312800.9	18	16	10	32	12	20	42	44
WUAT02012281.1	Potri.013G079900.2	57762	59862	45374	48314	41798	60054	89774	68666
WUAT02012282.1	Potri.001G094900.1	97100	146284	110680	95238	44688	106526	204616	123056
WUAT02012286.1	Potri.006G003800.11	26094	26022	26380	24182	24378	42184	33532	36342
WUAT02012290.1	Potri.015G060200.1	44196	35540	65056	56844	33250	9780	26324	20204
WUAT02012292.1	Potri.011G073900.2	26470	19562	30538	23838	25322	21658	28466	23580
WUAT02012294.1	Potri.010G027100.2	2	0	2	4	4	0	68	2
WUAT02012296.1	Potri.009G064100.1	100034	60322	51368	64986	38722	42648	73280	49576
WUAT02012298.1	Potri.005G100500.1	84	10	116	92	80	138	212	88
WUAT02012299.1	Potri.018G085500.3	99994	91412	63888	100178	88254	122120	160440	164526
WUAT02012300.1	Potri.001G052000.1	236	102	28	124	42	108	138	180
WUAT02012301.1	Potri.013G075100.1	26868	21114	23010	20730	19172	18270	23984	23990
WUAT02012304.1	Potri.005G225700.1	14130	13220	13022	11176	13054	12766	11694	13396
WUAT02012313.1	Potri.013G140850.2	648	412	526	412	562	740	796	568
WUAT02012314.1	Potri.001G441040.1	7856	9548	11752	9152	11396	9638	8142	10038
WUAT02012317.1	Potri.019G040400.2	768	720	608	732	868	614	632	408
WUAT02012321.1	Potri.011G074067.1	1198	1094	2276	3056	2404	2768	6494	1346
WUAT02012322.1	Potri.014G185948.1	352634	50202	126806	77550	145398	89130	79992	78386
WUAT02012326.1	Potri.004G208800.2	602	484	360	516	474	626	768	1470
WUAT02012331.1	Potri.005G194500.1	1930	1410	1464	2056	8076	4908	5748	6120
WUAT02012336.1	Potri.002G207800.1	19634	20548	17338	18270	23366	62956	45870	63798
WUAT02012341.1	Potri.006G107300.2	21108	17504	24206	13072	18638	23992	16774	22436
WUAT02012345.1	Potri.007G062522.1	14	16	56	8	70	132	18	110
WUAT02012347.1	Potri.011G009600.2	1250	870	698	1092	750	1326	1836	1446
WUAT02012349.1	Potri.010G088800.2	4890	4174	6490	4578	3710	10610	5184	4744
WUAT02012353.1	Potri.004G116100.2	19236	17806	20296	16448	35204	71732	60044	47650
WUAT02012354.1	Potri.001G172300.1	3204	3418	2762	2378	4940	5956	5584	4742
WUAT02012355.1	Potri.016G113600.5	5932	5286	7264	5636	4546	12002	15308	13690
WUAT02012358.1	Potri.018G087600.1	7244	5956	3050	7424	16354	41914	54468	41938
WUAT02012363.1	Potri.014G189900.11	14890	13190	12690	14268	12836	15170	17826	19072
WUAT02012366.1	Potri.001G134100.5	14	8	14	16	20	2	14	0
WUAT02012367.1	Potri.008G046500.1	11246	9078	11314	9528	14544	10318	13186	10506
WUAT02012372.1	Potri.014G153000.1	5070	2904	3638	4010	2780	3354	4642	4104
WUAT02012373.1	Potri.004G231525.1	22392	19770	19966	23648	19528	25648	32022	32828
WUAT02012376.1	Potri.001G252400.1	24766	21672	21244	28104	20664	31290	47200	47120
WUAT02012379.1	Potri.015G056501.3	4154	5998	3894	3668	3392	5660	7878	6012
WUAT02012380.1	Potri.013G162400.1	13210	8238	8422	8722	6592	6588	6486	8304
WUAT02012381.1	Potri.002G128700.11	23378	13920	12714	20750	17576	41540	42618	36394
WUAT02012385.1	Potri.007G060300.3	486	534	472	316	312	484	600	632
WUAT02012389.1	Potri.004G160400.4	161060	90476	77388	97990	148540	261718	386696	299406
WUAT02012391.1	Potri.001G240300.1	8276	7748	5156	10318	6930	4698	6698	6808
WUAT02012394.1	Potri.001G222600.23	388154	363198	308218	462800	351738	1018022	1153478	1170684
WUAT02012396.1	Potri.008G133300.1	3582	3780	4198	3592	3144	3060	3654	3460
WUAT02012398.1	Potri.010G052500.1	54	36	134	38	94	76	46	114
WUAT02012399.1	Potri.017G057500.1	20998	14422	19192	20074	22860	23650	28280	25236
WUAT02012407.1	Potri.009G062200.5	118152	84006	96964	107324	94750	122222	167504	147108
WUAT02012408.1	Potri.001G277700.3	6970	4996	5374	5798	6078	5512	8296	7106
WUAT02012412.1	Potri.002G262900.1	25814	21750	24452	23740	20244	23484	32240	29304
WUAT02012413.1	Potri.013G133550.1	218044	158684	163714	241184	209684	148900	255700	220550
WUAT02012419.1	Potri.011G074150.1	0	360	2	168	380	262	118	18
WUAT02012421.1	Potri.009G132100.1	18626	15254	16322	16970	14910	14452	18130	14334
WUAT02012425.1	Potri.013G142232.5	772	1146	2786	1518	2154	3106	1934	1960
WUAT02012430.1	Potri.002G258900.1	5590	7272	8922	5680	6508	5010	4112	5518
WUAT02012432.1	Potri.001G312800.9	0	0	4	0	2	8	4	52
WUAT02012433.1	Potri.001G457700.1	4	10	12	20	2	40	32	26
WUAT02012434.1	Potri.013G143400.2	6840	5724	6338	5520	6920	6730	8980	7368
WUAT02012435.1	Potri.018G096600.1	13868	15518	15690	16262	21878	9970	20874	19836
WUAT02012443.1	Potri.007G115900.1	4848	3944	4106	3912	6394	6012	8156	6242
WUAT02012445.1	Potri.012G090600.3	12098	7814	9930	10510	9938	10200	13306	11528
WUAT02012446.1	Potri.006G120200.1	12284	10122	12324	10806	9914	11222	14838	11412
WUAT02012448.1	Potri.005G199200.4	12650	8554	10184	9454	9080	10106	15274	14724
WUAT02012449.1	Potri.005G032800.1	4062	2314	1546	2896	7298	1862	10470	2306
WUAT02012452.1	Potri.014G104600.3	28508	28556	25862	28438	22854	31608	40302	37312
WUAT02012457.1	Potri.012G031250.1	16628	18610	20246	18240	22802	57608	61252	46206
WUAT02012458.1	Potri.008G221801.2	11078	8602	11958	8670	10690	10150	9614	10842
WUAT02012461.1	Potri.001G289200.5	4212	2920	3264	3782	4128	6910	6912	5742
WUAT02012463.1	Potri.013G162700.1	2008	390	728	232	360	1576	3084	392
WUAT02012466.1	Potri.013G143400.2	40712	22346	35572	24320	14962	51564	40608	46012
WUAT02012475.1	Potri.012G062700.1	2646	2842	2660	2790	2018	2832	2998	3134
WUAT02012480.1	Potri.011G081200.4	41912	37354	38912	39572	48334	73350	101332	98348
WUAT02012483.1	Potri.014G167100.3	308	124	200	72	102	130	88	178
WUAT02012488.1	Potri.001G191200.4	2320	1948	2138	1842	2976	2732	3534	3750
WUAT02012493.1	Potri.005G072100.1	306	1022	448	480	724	322	740	426
WUAT02012495.1	Potri.009G147800.3	912	162	288	528	1750	738	1194	372
WUAT02012499.1	Potri.001G370600.1	2412	1844	1972	2020	1382	2614	3906	3038
WUAT02012502.1	Potri.013G105000.1	4238	2914	4504	2986	3636	4298	4182	5138
WUAT02012504.1	Potri.010G205700.1	9524	13156	11760	10976	26536	27402	22590	17496
WUAT02012506.1	Potri.001G182000.1	5218	3340	3386	4262	4866	6480	6794	6736
WUAT02012510.1	Potri.014G054600.2	2	4	2	6	6	16	4	14
WUAT02012511.1	Potri.010G045100.4	94874	48434	73352	52438	65266	102348	85414	87786
WUAT02012513.1	Potri.001G113500.2	5526	4408	4470	4852	3798	4198	5840	5780
WUAT02012515.1	Potri.009G114900.5	3036	2780	1596	2936	2596	2872	4824	2390
WUAT02012516.1	Potri.005G161366.1	13330	12454	9356	13370	4706	962	3338	4156
WUAT02012521.1	Potri.010G052500.1	13086	15438	11826	12524	15464	16736	22124	18084
WUAT02012522.1	Potri.001G341900.1	11670	11684	11236	10620	11766	12580	13070	10588
WUAT02012524.1	Potri.002G060400.1	6272	5564	6364	4570	3858	3176	3810	3546
WUAT02012525.1	Potri.013G139670.1	22	40	16	20	26	172	58	110
WUAT02012529.1	Potri.011G113575.1	32720	46578	51648	46508	10840	8110	22262	12244
WUAT02012534.1	Potri.003G161900.3	217850	172046	197200	172164	199014	137790	162666	140972
WUAT02012538.1	Potri.018G032900.1	16054	12652	11472	13084	11780	13756	62934	14856
WUAT02012540.1	Potri.005G142100.5	2214	1482	2030	1736	1682	3240	2956	2784
WUAT02012547.1	Potri.010G045900.2	42214	38056	43038	36214	34908	44712	45570	39498
WUAT02012551.1	Potri.001G362100.1	8324	5610	5022	6120	7666	6128	4722	6164
WUAT02012556.1	Potri.014G056700.2	58936	61658	53268	66010	50740	140980	143254	142538
WUAT02012561.1	Potri.007G123600.1	3492	2990	2896	3104	3332	3250	4322	4370
WUAT02012563.1	Potri.013G139112.1	98	54	66	68	96	110	86	106
WUAT02012565.1	Potri.007G023200.2	6472	4478	4012	6040	5286	4120	4764	4450
WUAT02012578.1	Potri.013G143400.2	192	24	56	168	54	98	126	74
WUAT02012579.1	Potri.013G143400.2	464	400	446	478	506	852	736	646
WUAT02012580.1	Potri.002G238200.3	31712	22316	29970	24848	30696	46088	66344	37862
WUAT02012583.1	Potri.010G179700.1	4490	3980	3216	3340	5536	3456	5302	4512
WUAT02012585.1	Potri.010G206600.1	426	696	378	808	492	588	456	752
WUAT02012587.1	Potri.007G001300.1	2498	4830	3004	4930	6220	5208	2980	4636
WUAT02012592.1	Potri.002G188600.4	165418	116010	146846	126612	118506	109312	154664	130520
WUAT02012595.1	Potri.006G108800.3	45454	27458	37766	35864	48340	41310	57084	48394
WUAT02012601.1	Potri.013G133550.1	1264	1746	2226	3726	6502	9124	6950	7848
WUAT02012604.1	Potri.006G188700.1	0	0	4	2	4	8	0	0
WUAT02012607.1	Potri.002G160900.8	79198	69654	73704	69784	85746	111902	130824	126374
WUAT02012610.1	Potri.008G136100.2	21550	14516	28242	25720	34038	56636	67118	81354
WUAT02012611.1	Potri.006G101500.14	6572	4090	3304	2556	3278	5388	4662	4528
WUAT02012619.1	Potri.002G193000.2	65592	58460	60040	51806	53810	76040	61762	69502
WUAT02012621.1	Potri.010G064700.2	4762	2646	3118	2950	2322	2230	2854	1884
WUAT02012625.1	Potri.004G125150.1	38	6	14	54	36	40	56	126
WUAT02012626.1	Potri.006G203200.1	8134	9196	11456	6290	10136	9874	10256	7918
WUAT02012628.1	Potri.012G047500.1	14290	14100	20520	15382	10120	8076	9012	6826
WUAT02012637.1	Potri.001G312800.9	9468	7942	9958	9506	11826	7980	12914	12794
WUAT02012641.1	Potri.010G052500.1	576	516	288	400	974	546	678	220
WUAT02012643.1	Potri.003G201200.4	172	140	130	148	116	268	436	344
WUAT02012645.1	Potri.005G068400.7	14958	12866	8686	12172	10682	11212	13854	14816
WUAT02012646.1	Potri.008G224210.1	16052	13798	13802	14836	15240	21928	24962	21954
WUAT02012650.1	Potri.007G062302.1	1112	3622	1062	1642	536	706	288	360
WUAT02012651.1	Potri.017G032200.3	36844	44904	30674	36808	28900	22992	42724	30068
WUAT02012652.1	Potri.001G145400.1	11078	8402	11080	10124	8476	13076	18342	19338
WUAT02012655.1	Potri.006G056600.1	33710	30300	22766	27308	9312	3570	9326	6978
WUAT02012658.1	Potri.010G052500.1	0	0	2	14	0	16	0	0
WUAT02012660.1	Potri.014G110900.2	5582	6756	8344	7722	5344	7520	10694	4940
WUAT02012662.1	Potri.001G457700.1	170	52	72	42	154	22	114	82
WUAT02012664.1	Potri.011G042600.1	1800	1858	1370	1776	1266	5602	2784	3982
WUAT02012665.1	Potri.006G052400.1	20404	20018	22710	21648	14216	10664	16560	12698
WUAT02012669.1	Potri.013G018800.2	21354	19198	21254	20038	23230	14894	20764	14168
WUAT02012671.1	Potri.001G131400.4	10	22	26	16	8	0	10	0
WUAT02012672.1	Potri.001G253400.12	8484	8428	6306	8228	8568	11398	16376	11918
WUAT02012682.1	Potri.007G009800.1	31358	27020	31194	26838	26398	35296	40604	38074
WUAT02012683.1	Potri.018G111751.1	988	456	900	1254	908	1338	992	758
WUAT02012688.1	Potri.013G079600.2	752	614	584	850	628	726	1372	1048
WUAT02012692.1	Potri.013G086100.1	2626	2182	2028	2390	4300	4660	6596	5534
WUAT02012693.1	Potri.012G080000.1	32608	23444	29830	29804	28186	21872	30444	27518
