Gene_ID	subject_id	E_T1_Rep1	E_T1_Rep2	E_T1_Rep3	E_T1_Rep4	E_T2_Rep1	E_T2_Rep2	E_T2_Rep3	E_T2_Rep4
WUAT02010351.1	Potri.011G154500.1	71936	58854	55860	45790	74826	250128	92562	67332
WUAT02010352.1	Potri.010G052500.1	2630	2418	2658	1582	2682	480	1840	3292
WUAT02010360.1	Potri.008G047900.1	67852	61314	70494	58964	61294	78908	74438	77824
WUAT02010364.1	Potri.013G113500.1	2250	2226	2152	2232	2050	2318	2434	2740
WUAT02010367.1	Potri.007G061861.1	48	36	40	10	90	22	10	38
WUAT02010369.1	Potri.001G312800.9	1538	1112	1150	930	1926	2946	2352	1764
WUAT02010372.1	Potri.001G312800.7	80	68	52	88	100	90	80	78
WUAT02010373.1	Potri.008G121000.3	24760	25676	34088	24374	25902	58286	37624	30738
WUAT02010377.1	Potri.010G204300.1	27146	36750	34832	22776	24824	62728	37370	26822
WUAT02010378.1	Potri.013G083000.1	5894	4770	7002	6150	5036	6674	4960	4960
WUAT02010387.1	Potri.006G154200.1	10946	8850	9694	9316	10416	10224	11200	10214
WUAT02010389.1	Potri.010G141000.1	202	152	302	228	234	1164	652	198
WUAT02010392.1	Potri.003G201200.4	29894	20764	32326	27872	28250	40208	37536	25392
WUAT02010393.1	Potri.010G160700.3	13626	6806	11736	8846	17342	6764	10626	17086
WUAT02010394.1	Potri.010G093200.3	6212	6890	6206	6998	5828	5908	4772	5974
WUAT02010396.1	Potri.011G132600.1	183298	132494	146578	140114	167724	79302	121728	182188
WUAT02010397.1	Potri.017G128300.2	31304	36046	34314	27442	29484	42742	41116	30908
WUAT02010400.1	Potri.006G229300.1	98	158	20	204	440	142	58	32
WUAT02010401.1	Potri.004G032800.2	4408	3512	3642	3444	3438	3944	4336	4842
WUAT02010402.1	Potri.006G259400.7	174806	77874	116412	108692	153690	55194	100610	138760
WUAT02010405.1	Potri.001G320400.2	274636	154012	206300	219672	204390	32502	108318	209538
WUAT02010410.1	Potri.002G110700.5	19942	18504	25012	21882	20616	30252	30354	24754
WUAT02010414.1	Potri.013G142232.5	2556	2028	2806	2370	3234	4288	4390	3496
WUAT02010415.1	Potri.015G096300.1	12886	10122	11598	10812	10242	7526	12870	12972
WUAT02010418.1	Potri.001G206700.1	14302	11900	14810	10154	16830	19766	20412	15448
WUAT02010430.1	Potri.011G074150.1	2668	2214	2126	2288	2212	3408	2972	2252
WUAT02010432.1	Potri.003G198301.2	5754	6204	6126	3470	8954	11040	7308	6134
WUAT02010434.1	Potri.008G117000.1	9682	7378	9182	7324	12482	5044	7320	9492
WUAT02010436.1	Potri.015G096000.4	8406	6370	11190	8730	9750	12702	14376	6838
WUAT02010437.1	Potri.013G162700.1	5586	4958	5124	4710	4030	5490	5980	5620
WUAT02010438.1	Potri.001G042600.1	22610	17566	10616	13492	17228	21708	23672	18454
WUAT02010441.1	Potri.014G154900.1	26258	17848	19804	20462	18134	20510	21340	20140
WUAT02010443.1	Potri.003G111600.3	12428	10098	10784	9304	10740	4894	4690	9280
WUAT02010445.1	Potri.013G068400.16	8930	8676	9576	8828	8860	12272	11122	10004
WUAT02010446.1	Potri.001G312800.9	4964	4082	5224	4832	4402	5038	5022	4716
WUAT02010450.1	Potri.009G134300.12	1508	1314	1438	1844	1778	2538	2066	1506
WUAT02010453.1	Potri.004G084233.1	3380	6606	6626	2222	3976	4134	4392	6022
WUAT02010455.1	Potri.017G013500.1	14434	10754	13806	12102	15160	13492	15248	14968
WUAT02010459.1	Potri.008G145600.1	9322	9094	8714	6406	8694	12438	7858	10194
WUAT02010462.1	Potri.007G062582.1	8	32	0	16	4	12	14	4
WUAT02010465.1	Potri.002G208251.1	28	32	4	2	12	30	22	14
WUAT02010468.1	Potri.008G130400.1	15946	13670	17324	13050	16498	17648	14724	14834
WUAT02010469.1	Potri.016G144100.3	11216	9890	12236	7380	4568	4560	5690	8286
WUAT02010472.1	Potri.015G131100.5	68206	62020	41046	55444	67092	56250	59900	76824
WUAT02010473.1	Potri.005G212700.1	2976	2112	2800	1714	2602	2728	2498	2490
WUAT02010474.1	Potri.004G032800.2	3558	3434	4374	3152	6816	6908	5940	5186
WUAT02010477.1	Potri.013G143400.2	21162	15606	20042	13274	26106	28158	22354	22414
WUAT02010483.1	Potri.001G412700.1	3596	1870	4304	2488	2086	5528	3848	3754
WUAT02010485.1	Potri.T077590.1	1670	1594	3170	2238	5746	3116	3104	3518
WUAT02010486.1	Potri.006G241000.6	3902	4200	3772	3714	4396	5026	4492	4334
WUAT02010487.1	Potri.005G087300.1	20390	15704	20194	11592	19414	5772	19128	23524
WUAT02010489.1	Potri.005G109000.1	2198	1170	2164	1652	1138	2192	1884	1772
WUAT02010492.1	Potri.001G342933.1	864	816	866	668	596	846	846	1048
WUAT02010495.1	Potri.016G014000.1	526	1046	1700	458	4090	356	488	1090
WUAT02010496.1	Potri.014G185948.1	6	34	10	0	8	12	4	4
WUAT02010500.1	Potri.010G052500.1	28140	31896	47158	28462	34254	50402	40646	41712
WUAT02010503.1	Potri.006G181900.3	61832	33690	46186	57066	56506	772	18206	35470
WUAT02010513.1	Potri.001G267900.2	97130	67002	77760	85292	81272	93844	98820	94570
WUAT02010522.1	Potri.002G226800.3	75694	70106	73076	66020	72738	60380	61034	86692
WUAT02010526.1	Potri.005G200000.6	48598	32454	42406	40768	51906	22448	33954	41066
WUAT02010527.1	Potri.001G302000.4	5340	3486	5508	1998	3832	420	9982	3630
WUAT02010528.1	Potri.008G083200.6	924	1064	706	1070	756	250	220	506
WUAT02010531.1	Potri.013G027600.2	90004	91842	101712	69584	80950	68882	132884	104022
WUAT02010536.1	Potri.016G059700.3	35662	22440	30490	26024	32192	20816	35306	36852
WUAT02010539.1	Potri.010G231500.1	22	22	234	8	36	696	432	20
WUAT02010540.1	Potri.009G149100.1	32036	17670	21698	18138	23170	24542	37038	27360
WUAT02010542.1	Potri.014G176500.1	2234	1554	2258	1768	1938	2080	2892	2470
WUAT02010545.1	Potri.014G170300.8	91050	54326	75888	58378	82564	46292	66804	94850
WUAT02010549.1	Potri.013G163000.1	2212	1728	2660	916	3266	6242	3780	2672
WUAT02010550.1	Potri.007G062081.1	4170	3290	4030	2312	3034	2660	3902	3776
WUAT02010551.1	Potri.007G062302.2	810	1090	1000	1356	568	1896	884	1046
WUAT02010552.1	Potri.013G067400.1	2554	1634	2872	1920	3286	2000	2176	2640
WUAT02010553.1	Potri.013G140260.3	14028	13002	13000	19070	16726	6624	9494	9498
WUAT02010557.1	Potri.001G087800.3	73156	63912	59660	62906	68130	28214	35150	54564
WUAT02010560.1	Potri.019G103500.1	12	10	10	2	4	82	2	14
WUAT02010567.1	Potri.016G053500.1	5114	17750	16338	4740	3394	4710	5630	5052
WUAT02010568.1	Potri.007G108200.1	1340	1190	1602	1162	1104	616	2018	2092
WUAT02010571.1	Potri.018G146300.1	25226	19952	24846	19030	25046	16188	21946	23940
WUAT02010572.1	Potri.010G022000.6	7340	5546	7128	4794	5018	4222	5444	5992
WUAT02010573.1	Potri.004G098700.1	4412	7804	7238	4504	5840	8478	4450	6524
WUAT02010576.1	Potri.012G088300.6	53960	41852	53698	45558	46822	58854	54856	55738
WUAT02010579.1	Potri.014G185948.1	2	10	2	0	2	10	6	4
WUAT02010581.1	Potri.002G232600.2	45194	54590	56018	44800	55998	67916	64878	57088
WUAT02010587.1	Potri.013G133550.2	42402	30496	37696	24860	31312	50124	35086	39108
WUAT02010590.1	Potri.010G208400.1	5394	5640	6248	4656	4660	6920	8034	6542
WUAT02010594.1	Potri.009G170100.2	14518	13122	15030	13804	11114	14148	15566	16376
WUAT02010595.1	Potri.013G142232.5	34	32	12	10	20	58	32	20
WUAT02010599.1	Potri.005G047550.1	466	628	804	598	412	686	880	558
WUAT02010603.1	Potri.009G143200.2	5610	5494	5892	3904	5656	9066	7782	7388
WUAT02010608.1	Potri.008G146100.1	7490	4520	6560	4642	4602	7284	5988	7614
WUAT02010612.1	Potri.007G061781.1	14186	19678	17710	15920	14104	29096	47376	22192
WUAT02010614.1	Potri.013G133550.2	12	56	22	14	76	34	42	14
WUAT02010615.1	Potri.013G141700.3	2302	2178	4000	1576	4450	10204	5246	4258
WUAT02010617.1	Potri.001G312800.9	2280	1824	2340	2250	2148	3544	2854	2244
WUAT02010618.1	Potri.016G088600.1	8572	8558	9840	6868	7398	6480	9492	9318
WUAT02010619.1	Potri.015G056501.3	270	364	434	310	374	986	278	440
WUAT02010621.1	Potri.018G066200.1	52738	46876	56182	46500	47292	100742	63238	56580
WUAT02010622.1	Potri.016G080600.1	46986	43710	42748	41180	43792	75934	59758	53952
WUAT02010628.1	Potri.013G139112.2	6	24	0	4	0	18	0	14
WUAT02010629.1	Potri.007G001300.1	1016	752	1562	1072	1336	1204	1254	1158
WUAT02010630.1	Potri.013G143400.2	4346	3554	6086	2558	13560	1942	4588	2636
WUAT02010635.1	Potri.018G025000.3	3544	1944	1832	1684	3458	2448	3008	1802
WUAT02010639.1	Potri.008G048900.6	15096	20106	17528	13812	28222	30502	30434	20382
WUAT02010644.1	Potri.013G133550.2	6672	6028	6262	5454	5500	8864	7632	7212
WUAT02010645.1	Potri.014G185948.1	1064	1452	1178	290	1272	1140	586	1350
WUAT02010649.1	Potri.006G017400.1	41978	26638	33792	27304	51330	70318	46370	53410
WUAT02010657.1	Potri.008G219000.4	35890	24730	26778	22262	21270	44828	29404	26358
WUAT02010661.1	Potri.013G141912.1	7292	3262	2150	3930	5882	5626	8782	2260
WUAT02010666.1	Potri.003G131300.1	33854	31746	30070	14234	20790	68378	55092	39990
WUAT02010668.1	Potri.001G216900.2	37140	34446	34766	35788	27434	65776	59180	48412
WUAT02010676.1	Potri.006G260100.4	12	36	20	10	8	12	0	14
WUAT02010680.1	Potri.001G312800.7	910	882	918	676	664	1106	1216	868
WUAT02010684.1	Potri.013G031700.2	9024	5074	7318	6984	7824	7242	7542	6848
WUAT02010685.1	Potri.002G224000.2	4576	4612	6346	11082	2584	3778	2720	8236
WUAT02010693.1	Potri.010G137400.2	35640	46140	36342	44744	47806	73796	44930	42714
WUAT02010696.1	Potri.003G014176.1	2	18	12	6	22	6	22	4
WUAT02010698.1	Potri.004G145500.11	1240	2536	1832	1828	1722	5664	2166	2132
WUAT02010699.1	Potri.001G441040.1	212	118	176	278	110	1008	120	132
WUAT02010702.1	Potri.006G103400.3	7086	7030	6768	7118	6074	8702	6828	8880
WUAT02010704.1	Potri.013G074950.1	32	8	40	50	2	38	28	0
WUAT02010707.1	Potri.005G082901.1	33228	20194	22222	26460	28390	16168	18326	34536
WUAT02010711.1	Potri.003G060300.3	1292	790	938	692	1236	302	820	812
WUAT02010713.1	Potri.001G335200.1	8128	16590	14896	4814	12228	21482	35896	14152
WUAT02010720.1	Potri.001G012200.7	111788	82400	93924	95626	93208	50834	87658	109142
WUAT02010721.1	Potri.013G138201.1	14218	11942	15322	12648	14452	12444	11520	15768
WUAT02010724.1	Potri.007G033000.5	8866	9332	8934	8206	9620	14068	11950	9454
WUAT02010729.1	Potri.007G061981.1	3496	1664	3134	2192	2452	2974	3204	3044
WUAT02010733.1	Potri.014G177700.1	5962	4792	8832	5640	6980	3396	6962	10430
WUAT02010738.1	Potri.001G312800.7	10282	7542	9234	7778	16794	11538	10804	9608
WUAT02010739.1	Potri.012G031250.1	438	1602	938	1120	446	526	676	548
WUAT02010742.1	Potri.002G089800.2	17898	14832	21876	10002	24776	25526	24416	16222
WUAT02010743.1	Potri.T124307.2	17976	17748	16512	19226	15418	18550	19650	17410
WUAT02010747.1	Potri.010G236100.4	13312	14882	15354	13046	18722	12608	17796	20368
WUAT02010748.1	Potri.014G052400.1	16266	12634	17546	10450	13278	7210	19432	16620
WUAT02010749.1	Potri.004G209800.15	18372	11978	17534	15930	14604	12202	20008	16216
WUAT02010760.1	Potri.003G045500.1	142	304	90	90	164	50	48	500
WUAT02010761.1	Potri.015G048300.1	68220	53346	54760	59556	30128	95430	67634	50878
WUAT02010762.1	Potri.019G083000.1	27048	19738	20324	19082	21162	19992	22558	22100
WUAT02010765.1	Potri.001G052500.1	106328	82286	77756	81256	75568	78624	80556	79898
WUAT02010774.1	Potri.004G084800.9	2790	3950	3044	3272	2866	9554	4190	3816
WUAT02010775.1	Potri.005G195300.1	7762	7856	8494	7454	8774	6820	7640	9010
WUAT02010778.1	Potri.013G029300.2	396	484	630	396	694	1608	560	468
WUAT02010779.1	Potri.007G061861.1	298	394	414	228	456	744	546	482
WUAT02010781.1	Potri.001G312800.9	308	176	214	180	202	370	148	156
WUAT02010783.1	Potri.013G133550.2	7518	8350	8514	6832	6848	10782	10268	10362
WUAT02010788.1	Potri.013G004600.3	35640	39610	34338	35254	37214	42366	44718	41300
WUAT02010789.1	Potri.009G078000.2	4944	3438	3914	4016	5396	1612	3148	5466
WUAT02010790.1	Potri.006G154500.1	78	172	232	146	110	262	892	250
WUAT02010792.1	Potri.001G472700.1	126272	120724	104308	112782	115536	110388	144096	119292
WUAT02010797.1	Potri.012G058400.2	32394	39394	38148	30994	32202	49400	51082	41146
WUAT02010801.1	Potri.001G165000.1	49768	18224	38762	45364	45742	4620	21412	43376
WUAT02010803.1	Potri.010G081800.1	23288	15640	20634	16464	39914	59968	50508	36946
WUAT02010805.1	Potri.015G060300.1	150086	121130	138746	121250	182100	79800	151402	146286
WUAT02010806.1	Potri.013G137077.1	72	234	144	110	132	640	68	280
WUAT02010810.1	Potri.014G150300.1	5368	2654	3704	3534	3618	2860	3450	3984
WUAT02010812.1	Potri.018G068200.2	0	14	4	2	6	12	0	18
WUAT02010814.1	Potri.019G087700.1	29464	24180	32674	34048	30326	34706	30632	31164
WUAT02010815.1	Potri.013G144700.1	110418	76404	92390	102366	97728	25032	61932	105414
WUAT02010819.1	Potri.004G084900.1	60918	32086	46386	41424	38166	19076	44370	59902
WUAT02010823.1	Potri.013G162300.1	4256	3894	3562	3972	3678	5710	5476	4844
WUAT02010832.1	Potri.017G083200.6	1814	1792	2454	1432	11430	7018	5418	4688
WUAT02010833.1	Potri.004G174700.8	41344	42062	44732	41652	47516	54650	55312	50450
WUAT02010834.1	Potri.005G213300.6	7310	5484	8408	4610	9362	24706	14928	10160
WUAT02010836.1	Potri.007G115300.1	58	52	188	128	26	80	164	92
WUAT02010844.1	Potri.017G029900.1	82	64	32	64	120	274	316	246
WUAT02010846.1	Potri.005G024100.1	43986	34980	37612	33450	45618	47096	49802	47826
WUAT02010851.1	Potri.011G074750.3	878	276	1062	734	1088	800	1106	958
WUAT02010855.1	Potri.013G143400.2	1280	998	1258	1484	2296	2128	1074	1240
WUAT02010857.1	Potri.010G080700.6	9446	9526	9580	8168	9678	10314	10956	11860
WUAT02010859.1	Potri.004G140301.1	32234	20472	35922	27450	25386	25652	37310	36386
WUAT02010860.1	Potri.007G061861.1	2814	1074	1716	1156	302	2276	2144	940
WUAT02010864.1	Potri.005G169100.6	138258	125750	115692	86044	90876	55562	86358	127702
WUAT02010866.1	Potri.013G140260.3	6	2	14	18	34	28	6	6
WUAT02010868.1	Potri.013G108600.4	5268	3600	4726	3658	4742	3626	5784	4976
WUAT02010869.1	Potri.018G132000.1	14796	10272	12154	13742	7670	12016	9146	13394
WUAT02010877.1	Potri.015G003000.9	5048	5212	4750	4186	4340	5118	6080	5592
WUAT02010878.1	Potri.001G144700.1	4940	5788	4710	7956	5726	8026	8238	6484
WUAT02010882.1	Potri.013G141700.4	22998	30656	25356	22130	25052	43668	36020	31810
WUAT02010886.1	Potri.004G035600.3	22216	23664	30020	18684	39552	54498	23440	30126
WUAT02010891.1	Potri.006G193700.1	83768	31298	44912	49724	52590	83944	42324	56340
WUAT02010892.1	Potri.010G042200.5	16076	11252	13062	13528	15860	11814	11728	12954
WUAT02010894.1	Potri.002G048300.6	44446	46302	46870	50668	35816	67688	51934	49704
WUAT02010896.1	Potri.014G140500.2	9450	9194	10640	8332	12192	17528	17796	15368
WUAT02010904.1	Potri.011G074401.1	4630	3586	4134	3356	4116	4224	4654	5302
WUAT02010905.1	Potri.003G151300.2	57206	18742	27038	11232	29382	19202	75186	36192
WUAT02010906.1	Potri.013G074650.1	5662	6124	4860	3678	5378	16410	8156	7664
WUAT02010909.1	Potri.010G052500.1	1168	1286	1346	1638	1566	1284	2396	888
WUAT02010920.1	Potri.014G083800.1	2100	1426	2796	2058	1446	3390	2094	2316
WUAT02010923.1	Potri.001G158000.4	2492	1782	3000	1368	7944	2728	5606	3090
WUAT02010924.1	Potri.009G073300.1	1184	1460	1354	1052	1694	2468	2024	1886
WUAT02010927.1	Potri.001G258900.3	50882	58898	61876	50554	50826	69122	87002	70836
WUAT02010928.1	Potri.008G096000.9	19136	15798	18060	18560	26038	27682	24636	21382
WUAT02010933.1	Potri.001G060800.1	6150	8436	6242	5362	10514	7286	10986	9160
WUAT02010937.1	Potri.011G111400.2	24690	16296	23284	17650	18538	16046	24072	26832
WUAT02010940.1	Potri.012G055100.1	11862	13352	11572	9874	12300	8280	13454	11140
WUAT02010943.1	Potri.001G152150.1	2	34	4	10	4	6	10	0
WUAT02010945.1	Potri.006G253500.5	13892	13974	11126	13154	10634	8824	13818	13998
WUAT02010954.1	Potri.001G417300.1	29850	19984	22756	20214	22488	18772	24260	24730
WUAT02010955.1	Potri.013G143400.2	254	76	262	100	206	196	494	212
WUAT02010959.1	Potri.013G142124.1	1902	2240	1942	1914	2432	3712	2374	1976
WUAT02010963.1	Potri.013G143400.2	19012	19528	19662	23540	21842	19714	16626	19190
WUAT02010967.1	Potri.006G062200.1	10276	7928	8128	7638	8276	7590	10774	11142
WUAT02010971.1	Potri.011G074901.1	3520	1794	1916	2470	1842	3134	2196	3278
WUAT02010972.1	Potri.001G189500.6	26038	18016	28260	23086	12804	15942	17542	19042
WUAT02010977.1	Potri.006G109700.6	20980	14080	20756	19708	15340	21882	20396	19756
WUAT02010981.1	Potri.001G342933.1	18810	16986	22420	16670	21190	46650	19416	22332
WUAT02010990.1	Potri.012G031250.1	75428	49954	37920	40524	45728	21494	22928	47496
WUAT02010994.1	Potri.012G110800.1	2824	1254	1468	1810	1422	2264	1766	998
WUAT02010995.1	Potri.001G346200.1	4498	3226	4028	3352	3498	11742	4240	4306
WUAT02010997.1	Potri.018G040200.2	4668	3446	3794	2954	3396	2462	3536	4332
WUAT02010999.1	Potri.010G217700.1	4808	4486	6378	3348	7022	5552	4228	6690
WUAT02011001.1	Potri.018G150600.2	380	1296	1796	1158	48	802	116	128
WUAT02011004.1	Potri.004G125150.1	176	180	158	106	716	384	546	530
WUAT02011006.1	Potri.019G054000.1	1846	1286	1422	1084	1444	1420	2020	1540
WUAT02011008.1	Potri.008G186900.11	24692	25514	27910	22604	22842	45666	37604	36894
WUAT02011012.1	Potri.014G147100.1	27496	26846	33962	23564	30420	36812	38456	33382
WUAT02011013.1	Potri.005G108500.1	21846	16890	21206	18562	18834	16994	21854	19550
WUAT02011018.1	Potri.013G143400.2	24	50	10	12	8	4	36	6
WUAT02011020.1	Potri.017G081100.3	31986	28602	33654	22778	31076	18634	27316	36914
WUAT02011022.1	Potri.003G062600.2	11830	5326	11660	7234	11534	14470	11550	14692
WUAT02011031.1	Potri.004G084800.9	4542	2672	3516	3116	5124	3510	4306	4094
WUAT02011040.1	Potri.013G133550.2	120	64	96	52	132	116	74	160
WUAT02011044.1	Potri.019G068200.1	480	418	260	396	364	884	290	706
WUAT02011045.1	Potri.016G061900.2	320	316	552	434	596	968	278	286
WUAT02011047.1	Potri.005G041101.3	1914	1812	2068	1774	1952	3078	2198	2022
WUAT02011049.1	Potri.012G086400.3	1168	1288	748	616	692	4058	1466	1218
WUAT02011050.1	Potri.003G123200.1	20620	16254	20578	14738	15794	10742	21738	20034
WUAT02011053.1	Potri.006G244900.2	17762	15674	21334	13902	67978	42596	28132	20558
WUAT02011062.1	Potri.001G458700.1	5536	4602	5876	3582	5042	4616	8236	5974
WUAT02011064.1	Potri.013G128100.3	9466	6996	9162	7100	9008	8042	8830	10118
WUAT02011066.1	Potri.003G202300.3	10186	10306	11928	5584	34552	64044	46778	28716
WUAT02011071.1	Potri.009G037600.1	8756	6770	8188	7550	8870	11114	8816	7974
WUAT02011076.1	Potri.012G061900.11	31558	24440	26128	28266	28182	25784	28088	29874
WUAT02011077.1	Potri.007G094900.6	12700	13560	14138	11442	8414	11288	16324	14296
WUAT02011081.1	Potri.009G083100.1	13438	25368	22792	17608	16312	82018	11926	6610
WUAT02011083.1	Potri.008G060200.1	23024	9944	9618	5776	5548	2576	12434	11150
WUAT02011085.1	Potri.012G071600.7	12426	9772	11600	7648	14964	31524	24754	15694
WUAT02011094.1	Potri.002G176100.2	7756	8054	6038	6226	6240	11046	9046	8302
WUAT02011095.1	Potri.011G074100.1	162	1376	1012	1644	462	3376	1538	2100
WUAT02011097.1	Potri.009G090300.2	3532	3250	6292	3212	5106	5424	4720	4118
WUAT02011102.1	Potri.009G041400.7	94188	64504	55178	42736	73322	51146	170650	99710
WUAT02011103.1	Potri.001G275604.1	1800	1332	1564	1512	1672	1668	1424	1648
WUAT02011106.1	Potri.013G067500.1	2148	2082	1586	1808	1630	3368	1680	2144
WUAT02011108.1	Potri.004G137100.2	2952	2708	2542	2344	2536	2616	2798	2592
WUAT02011111.1	Potri.013G138201.1	1522	1856	1940	1874	1564	3640	2020	2054
WUAT02011114.1	Potri.018G003100.1	13528	11882	11854	13952	14138	131864	12052	16896
WUAT02011116.1	Potri.013G066640.1	2970	2112	2798	2106	2598	4844	3808	2550
WUAT02011117.1	Potri.013G128600.5	153174	162974	165782	115456	132624	109104	202458	164478
WUAT02011125.1	Potri.001G027400.1	20100	17484	16774	14678	15172	16462	16988	14346
WUAT02011126.1	Potri.001G312800.7	698	512	1730	582	1216	968	1008	1676
WUAT02011129.1	Potri.012G078600.1	24388	21884	22628	20882	22352	63150	28682	24390
WUAT02011130.1	Potri.013G013900.4	3172	2696	3156	2168	2760	7104	4292	3986
WUAT02011138.1	Potri.013G133550.1	9048	11658	12942	11872	10266	26314	17276	15604
WUAT02011139.1	Potri.009G038001.2	3344	3748	3702	2602	9494	13358	5582	6994
WUAT02011143.1	Potri.010G222000.7	61444	42112	52864	45724	47468	34230	51220	57358
WUAT02011144.1	Potri.019G116866.1	8830	10248	10444	12096	7440	8762	13894	11372
WUAT02011148.1	Potri.012G111800.2	31846	29530	31608	29106	30596	34266	38608	37068
WUAT02011152.1	Potri.016G110900.1	3928	3612	4482	3586	4864	4442	5002	4848
WUAT02011156.1	Potri.017G090800.3	196092	175826	203832	276344	127136	268986	192606	173918
WUAT02011157.1	Potri.014G185804.1	648	242	634	238	1332	522	848	184
WUAT02011158.1	Potri.001G312800.7	594	254	1728	654	268	1278	956	1474
WUAT02011160.1	Potri.001G312800.7	2	10	12	6	10	44	32	2
WUAT02011161.1	Potri.002G205700.1	58982	60122	59278	43804	50132	41226	72090	65868
WUAT02011163.1	Potri.014G169100.2	374	344	398	340	264	278	554	430
WUAT02011170.1	Potri.007G062602.1	8580	8450	20154	3714	13802	14012	6738	4898
WUAT02011171.1	Potri.008G046500.1	3842	3766	4050	3284	3606	2764	3904	5066
WUAT02011174.1	Potri.005G239900.1	7590	2862	9468	10392	9542	4830	4370	7302
WUAT02011179.1	Potri.001G312800.9	11560	14498	13074	10060	12576	15642	15888	16276
WUAT02011185.1	Potri.003G120600.1	9596	9062	11284	8272	8628	6452	10028	13326
WUAT02011188.1	Potri.003G072300.10	11226	10068	10564	10864	16248	9812	8994	11092
WUAT02011190.1	Potri.005G066600.4	12686	10346	14096	11498	14388	25150	14086	15338
WUAT02011191.1	Potri.004G049400.1	38662	38642	37814	32368	31938	41148	44796	40990
WUAT02011196.1	Potri.019G082500.3	58032	56536	57270	52070	50266	96020	66476	71628
WUAT02011202.1	Potri.001G312800.7	2200	2584	2114	2508	2228	2944	2934	2104
WUAT02011206.1	Potri.005G203000.4	44618	34392	43556	41488	39618	43268	50408	41520
