Gene_ID	subject_id	F_T1_Rep1	F_T1_Rep2	F_T1_Rep3	F_T1_Rep4	F_T2_Rep1	F_T2_Rep2	F_T2_Rep3	F_T2_Rep4
WUAT02010072.1	Potri.013G142232.6	432	408	522	584	374	510	660	578
WUAT02010074.1	Potri.008G101675.2	2374	5576	962	4672	3790	1216	1522	1584
WUAT02010076.1	Potri.018G114300.2	2814	4262	2750	3974	3766	6440	5056	5130
WUAT02010077.1	Potri.011G071800.4	20306	17586	17146	17872	17796	12056	7530	20288
WUAT02010078.1	Potri.009G086600.2	848	1128	1108	1136	656	1110	838	1428
WUAT02010081.1	Potri.003G190000.3	19180	19436	31542	21020	13184	22914	24140	27420
WUAT02010085.1	Potri.001G312800.7	50	120	22	20	80	44	32	34
WUAT02010090.1	Potri.010G206600.1	148506	187294	211778	166986	144888	173844	157782	158656
WUAT02010091.1	Potri.016G004900.2	3246	3184	1124	3088	1652	2754	3390	6026
WUAT02010093.1	Potri.007G021700.1	3520	4296	3354	4360	3298	4374	3012	7042
WUAT02010095.1	Potri.013G009100.1	16716	21262	22732	24112	13032	25404	16198	25174
WUAT02010098.1	Potri.013G154600.1	13498	10196	6512	11166	12348	11416	10044	9810
WUAT02010102.1	Potri.013G142124.1	6	10	2	2	4	8	2	2
WUAT02010103.1	Potri.011G103401.1	17698	21448	16646	21716	17050	22842	23218	31428
WUAT02010104.1	Potri.001G312800.9	5198	5124	5082	5056	3628	5438	4486	5550
WUAT02010105.1	Potri.008G054600.1	93066	98100	164332	114974	64138	98586	67064	99094
WUAT02010106.1	Potri.001G246900.1	81818	93750	71738	86450	72522	80832	54916	108682
WUAT02010108.1	Potri.014G015600.1	70282	71322	59670	77992	87584	121016	92324	102562
WUAT02010112.1	Potri.001G342933.1	322	240	128	218	518	256	50	476
WUAT02010114.1	Potri.014G101900.4	30	58	58	18	64	40	44	42
WUAT02010116.1	Potri.006G123200.1	16	62	124	26	132	36	22	392
WUAT02010117.1	Potri.001G312800.9	142	68	164	146	18	86	16	38
WUAT02010118.1	Potri.018G141900.4	4474	7872	7990	7032	6916	9018	7720	9628
WUAT02010121.1	Potri.012G120000.1	25712	32612	32624	31110	23846	41608	36068	43412
WUAT02010124.1	Potri.013G155200.1	39148	41472	74956	49214	23538	39430	33258	33734
WUAT02010126.1	Potri.010G057700.11	55592	77174	62660	85540	97630	94966	62056	98116
WUAT02010131.1	Potri.013G142201.1	2250	2384	1802	2684	1282	1568	1278	3736
WUAT02010134.1	Potri.013G143400.2	0	14	0	0	0	0	0	0
WUAT02010135.1	Potri.013G140260.3	5566	5854	6126	4874	4512	6022	5346	5602
WUAT02010136.1	Potri.001G106951.1	3370	3830	3608	3908	2776	4972	3854	5480
WUAT02010138.1	Potri.014G185804.1	14092	17256	14648	16002	15286	16502	14508	16936
WUAT02010139.1	Potri.001G102900.5	13952	16116	19098	16384	15496	20840	18762	23232
WUAT02010140.1	Potri.013G143400.2	27654	28494	22098	29736	22450	22676	20066	22830
WUAT02010144.1	Potri.006G271800.2	13464	13400	14400	20242	14516	18238	12898	17766
WUAT02010145.1	Potri.002G119600.1	54456	54876	46706	58798	38484	53784	47252	70730
WUAT02010148.1	Potri.012G084400.2	29212	31088	27164	34194	25016	33212	26130	41016
WUAT02010153.1	Potri.013G139112.1	11462	11510	10346	11918	10094	10262	11750	12802
WUAT02010158.1	Potri.011G087500.3	48266	62436	42848	56654	56390	64640	42352	106542
WUAT02010159.1	Potri.004G226700.1	83638	108546	76510	91218	83892	82542	73266	78090
WUAT02010162.1	Potri.017G109500.4	31816	46490	38776	44586	33328	44724	40464	52532
WUAT02010168.1	Potri.006G130900.3	1152	1078	1730	1918	738	768	1212	1396
WUAT02010172.1	Potri.013G141700.4	1040	1028	1098	1166	1516	1154	1298	1316
WUAT02010175.1	Potri.006G164050.1	220	160	150	350	188	358	372	366
WUAT02010176.1	Potri.002G122700.1	4572	3922	14894	3412	7016	5264	14808	2404
WUAT02010177.1	Potri.004G101700.4	75360	91378	77852	80504	81440	74128	84194	87892
WUAT02010178.1	Potri.014G185948.1	2730	4554	2928	3732	2684	4656	3604	6632
WUAT02010183.1	Potri.008G097200.3	16644	16636	12182	15498	14158	11964	12020	18062
WUAT02010186.1	Potri.003G008500.4	10418	10418	7924	6834	9142	8780	10230	13344
WUAT02010188.1	Potri.016G134900.1	12076	10704	10320	10016	7490	9544	9640	13850
WUAT02010193.1	Potri.002G076001.3	49248	54742	32084	48642	37054	40600	40526	56850
WUAT02010194.1	Potri.006G189000.1	44952	66794	129958	70306	67288	312506	303094	211542
WUAT02010195.1	Potri.006G078900.1	11134	11356	13876	13542	9102	17328	13250	20550
WUAT02010198.1	Potri.018G072600.4	21252	31326	29012	33418	21506	54820	34230	56672
WUAT02010203.1	Potri.013G133550.2	664	970	954	1700	656	1020	598	1352
WUAT02010204.1	Potri.011G074067.1	872	1016	934	682	832	642	994	1302
WUAT02010206.1	Potri.006G195400.1	42	174	52	118	76	30	134	154
WUAT02010211.1	Potri.018G016600.1	24346	24942	41888	26172	15918	30024	24718	35096
WUAT02010212.1	Potri.001G025300.1	21048	29448	21928	25628	14482	23842	22130	32980
WUAT02010216.1	Potri.011G119300.1	25550	23652	19258	29152	34032	38546	26750	30058
WUAT02010220.1	Potri.010G090800.1	12378	13322	7484	11924	10792	15682	14666	21828
WUAT02010224.1	Potri.005G239500.1	0	0	2	0	0	0	0	6
WUAT02010225.1	Potri.010G052500.1	8286	8392	8716	11170	12518	13218	10666	17902
WUAT02010226.1	Potri.004G167500.1	33344	35066	31388	29116	35542	36788	38740	41482
WUAT02010229.1	Potri.013G143400.2	16932	29126	17274	20818	20574	21640	22234	28494
WUAT02010230.1	Potri.002G090400.2	1688	2316	2162	2806	3006	3448	1594	2632
WUAT02010232.1	Potri.008G038600.1	4116	5022	5140	4434	3292	4328	3752	3616
WUAT02010234.1	Potri.006G164050.1	28026	17424	13358	19880	21438	17328	19650	17506
WUAT02010235.1	Potri.010G033800.2	22314	23024	25272	24094	19172	24112	19568	27574
WUAT02010236.1	Potri.004G125000.12	12372	10372	11866	13596	12348	14610	11158	14078
WUAT02010238.1	Potri.003G197101.1	1114	1214	750	1234	756	760	1040	1340
WUAT02010240.1	Potri.013G137077.1	40	10	14	6	6	0	14	8
WUAT02010244.1	Potri.018G111600.3	48	54	48	36	26	60	34	22
WUAT02010249.1	Potri.001G001500.5	842	1216	530	1422	1464	810	1568	2176
WUAT02010252.1	Potri.013G142332.1	37522	46048	26042	32088	37102	46172	53692	61676
WUAT02010255.1	Potri.009G131200.2	34116	42292	61626	44902	33424	50704	41980	68996
WUAT02010257.1	Potri.013G143400.2	3632	3910	3210	4046	3378	3170	3360	3684
WUAT02010261.1	Potri.014G185948.1	9872	10198	8046	9354	11752	9344	9652	11664
WUAT02010265.1	Potri.001G312800.7	90	90	54	58	84	62	46	140
WUAT02010266.1	Potri.013G138000.1	312	430	252	288	180	246	344	384
WUAT02010279.1	Potri.009G085100.2	250344	209992	161926	269102	259318	334014	191046	289198
WUAT02010283.1	Potri.005G161366.1	266	464	122	256	272	180	178	154
WUAT02010285.1	Potri.006G243300.3	1596	2312	1424	1710	1308	1694	2008	2304
WUAT02010288.1	Potri.007G062061.1	6266	7936	6376	6584	3884	8478	8798	6098
WUAT02010290.1	Potri.012G031250.1	768	1540	250	202	348	42	160	174
WUAT02010291.1	Potri.012G105900.4	3432	6314	4344	5318	1992	5000	3346	5540
WUAT02010293.1	Potri.001G342800.1	44846	55368	38726	52744	43260	55482	44782	66898
WUAT02010294.1	Potri.003G006200.7	16964	24136	24270	20170	18504	26568	29038	31484
WUAT02010295.1	Potri.015G061001.5	916	1334	786	1150	1222	1366	930	822
WUAT02010301.1	Potri.013G143400.2	21244	23800	26878	31366	28180	40000	21058	34008
WUAT02010306.1	Potri.005G108300.3	25242	24590	22076	23062	22158	20962	17666	19716
WUAT02010311.1	Potri.016G061700.4	33120	45660	38214	43706	35970	50362	40140	46632
WUAT02010315.1	Potri.013G143400.2	686	1148	1342	598	1270	628	1490	2152
WUAT02010317.1	Potri.019G014100.1	5638	6118	6396	6530	6820	7176	6318	8398
WUAT02010318.1	Potri.013G133550.2	2	6	0	20	2	0	4	14
WUAT02010319.1	Potri.013G132100.1	61410	64672	57802	74058	80800	114408	83872	76992
WUAT02010324.1	Potri.017G085400.7	11318	13472	10910	12888	9998	11788	11190	13760
WUAT02010325.1	Potri.007G061941.1	168	44	98	138	66	116	24	198
WUAT02010329.1	Potri.014G136300.1	3732	4344	2914	4776	5952	7470	5046	6674
WUAT02010330.1	Potri.014G072600.2	41424	50938	45618	53806	50696	93670	48780	72874
WUAT02010331.1	Potri.019G100901.1	316	0	8	496	238	880	6	112
WUAT02010333.1	Potri.016G061700.4	24426	19722	15696	18268	15870	20212	20138	21330
WUAT02010335.1	Potri.010G052500.1	4	0	0	6	0	0	8	0
WUAT02010337.1	Potri.006G041500.1	23942	27044	26588	29866	22970	38168	28998	33106
WUAT02010342.1	Potri.002G038000.3	79634	113548	123508	129054	60124	78816	66360	99496
WUAT02010343.1	Potri.001G441040.1	44	104	68	402	126	536	102	286
WUAT02010348.1	Potri.005G107600.7	21330	27868	35860	26764	20080	30928	25620	34990
WUAT02010349.1	Potri.013G021200.10	13664	20554	15656	14166	15152	16348	15520	22858
WUAT02010351.1	Potri.011G154500.1	38332	87448	40470	63432	33238	40212	31168	73500
WUAT02010352.1	Potri.010G052500.1	2906	5862	2180	4340	2928	1950	882	3688
WUAT02010360.1	Potri.008G047900.1	63206	80976	77210	75190	69788	92194	70914	104330
WUAT02010364.1	Potri.013G113500.1	2508	2400	2154	3430	2872	2006	2658	3958
WUAT02010367.1	Potri.007G061861.1	6	22	14	34	10	28	40	22
WUAT02010369.1	Potri.001G312800.9	784	466	2530	856	1418	3764	6476	5318
WUAT02010372.1	Potri.001G312800.7	90	78	158	76	68	78	78	94
WUAT02010373.1	Potri.008G121000.3	22238	36206	22394	28024	18752	21168	17364	31986
WUAT02010377.1	Potri.010G204300.1	18230	21012	13372	20490	9066	12644	19408	10744
WUAT02010378.1	Potri.013G083000.1	6990	6272	5494	6474	4818	6062	4746	4810
WUAT02010387.1	Potri.006G154200.1	10324	10840	8690	9240	9814	10182	9754	12008
WUAT02010389.1	Potri.010G141000.1	134	260	228	226	164	316	160	432
WUAT02010392.1	Potri.003G201200.4	32696	31994	35528	35110	27500	40830	39208	54176
WUAT02010393.1	Potri.010G160700.3	12766	15962	10322	14812	15314	27246	20236	26342
WUAT02010394.1	Potri.010G093200.3	6924	7090	6586	6656	5550	5980	7026	7032
WUAT02010396.1	Potri.011G132600.1	178892	189492	147284	215538	230348	247502	161614	223922
WUAT02010397.1	Potri.017G128300.2	31454	38026	40068	36376	25814	33014	33074	46396
WUAT02010400.1	Potri.006G229300.1	154	158	94	122	232	98	172	160
WUAT02010401.1	Potri.004G032800.2	4088	3988	3592	4456	3998	5670	4672	6166
WUAT02010402.1	Potri.006G259400.7	133150	127168	95520	155600	136338	199302	131402	171006
WUAT02010405.1	Potri.001G320400.2	272692	198336	104550	202508	284388	205356	163698	151544
WUAT02010410.1	Potri.002G110700.5	25390	24664	23284	22046	20394	42054	27770	35052
WUAT02010414.1	Potri.013G142232.5	2350	2576	2428	2878	2528	2550	2666	3278
WUAT02010415.1	Potri.015G096300.1	11416	13258	11870	14746	11182	15038	10336	17232
WUAT02010418.1	Potri.001G206700.1	10812	14270	9202	12428	10446	10008	8850	12410
WUAT02010430.1	Potri.011G074150.1	1890	1830	2200	2138	1702	1906	1656	1886
WUAT02010432.1	Potri.003G198301.2	5068	4584	3552	5036	3870	4200	3730	5116
WUAT02010434.1	Potri.008G117000.1	8782	12476	8094	11704	9016	12598	8308	12056
WUAT02010436.1	Potri.015G096000.4	8852	8868	7868	9938	5332	12672	17494	13540
WUAT02010437.1	Potri.013G162700.1	5380	5676	5990	5580	5174	6732	7234	7480
WUAT02010438.1	Potri.001G042600.1	20164	13672	18268	16520	12158	33212	50146	29604
WUAT02010441.1	Potri.014G154900.1	23902	23284	22380	26496	19750	28624	24010	24454
WUAT02010443.1	Potri.003G111600.3	11908	14578	11204	14824	15142	19410	9342	13876
WUAT02010445.1	Potri.013G068400.16	8736	12424	11734	11190	9446	15628	10366	13580
WUAT02010446.1	Potri.001G312800.9	4738	5424	5504	5376	5470	6778	4884	6804
WUAT02010450.1	Potri.009G134300.12	1548	1342	1436	1684	1412	1996	1508	2212
WUAT02010453.1	Potri.004G084233.1	5134	3898	2728	3996	3758	2720	5344	6790
WUAT02010455.1	Potri.017G013500.1	13520	16434	13260	15800	14440	19044	14524	18556
WUAT02010459.1	Potri.008G145600.1	8444	11952	12494	8718	8420	11346	8730	13988
WUAT02010462.1	Potri.007G062582.1	8	0	2	0	0	0	0	0
WUAT02010465.1	Potri.002G208251.1	8	12	18	2	20	14	10	16
WUAT02010468.1	Potri.008G130400.1	12104	21124	12862	17332	19450	24780	14718	19062
WUAT02010469.1	Potri.016G144100.3	7758	7486	13168	15582	8668	5248	7320	7578
WUAT02010472.1	Potri.015G131100.5	57506	82730	52240	65514	26792	128540	110080	72720
WUAT02010473.1	Potri.005G212700.1	2296	3738	2432	2896	2610	3704	2260	4048
WUAT02010474.1	Potri.004G032800.2	4724	5020	4576	4140	3518	5066	4734	5586
WUAT02010477.1	Potri.013G143400.2	19136	26280	14028	24496	21052	25506	28330	33140
WUAT02010483.1	Potri.001G412700.1	1496	2912	2024	1998	1754	2514	1406	3634
WUAT02010485.1	Potri.T077590.1	1750	3220	4112	1768	1456	3232	3098	2210
WUAT02010486.1	Potri.006G241000.6	3274	5184	3990	4360	4418	5332	3832	5974
WUAT02010487.1	Potri.005G087300.1	23228	26270	16298	24554	20574	34296	21342	38764
WUAT02010489.1	Potri.005G109000.1	1392	1926	2934	1860	1840	2472	2046	2212
WUAT02010492.1	Potri.001G342933.1	864	934	1450	1382	752	1342	980	1512
WUAT02010495.1	Potri.016G014000.1	4646	688	316	1098	392	428	542	718
WUAT02010496.1	Potri.014G185948.1	0	4	0	0	8	6	12	0
WUAT02010500.1	Potri.010G052500.1	31604	69798	37180	34664	39278	39714	34412	46692
WUAT02010503.1	Potri.006G181900.3	64156	39136	34894	59686	53106	95128	44720	33406
WUAT02010513.1	Potri.001G267900.2	90918	96580	83566	95166	94562	104692	86128	106438
WUAT02010522.1	Potri.002G226800.3	72506	80152	82384	83246	75898	81400	56374	78518
WUAT02010526.1	Potri.005G200000.6	49022	53286	42482	53348	53604	40728	30822	50476
WUAT02010527.1	Potri.001G302000.4	3020	7662	1658	10976	3088	4850	5162	8652
WUAT02010528.1	Potri.008G083200.6	740	568	766	396	494	386	552	1084
WUAT02010531.1	Potri.013G027600.2	104094	123946	97466	124652	69958	116646	89346	156378
WUAT02010536.1	Potri.016G059700.3	34560	39412	27522	36386	33434	35952	31266	41048
WUAT02010539.1	Potri.010G231500.1	14	118	38	14	44	14	206	118
WUAT02010540.1	Potri.009G149100.1	23504	22154	23576	34484	11416	34916	20896	30582
WUAT02010542.1	Potri.014G176500.1	1888	2774	2106	2372	2092	2534	2402	3098
WUAT02010545.1	Potri.014G170300.8	80890	84448	76110	96850	87104	109982	60718	113300
WUAT02010549.1	Potri.013G163000.1	1500	3112	1398	1620	3122	1956	2420	2362
WUAT02010550.1	Potri.007G062081.1	2686	3142	3036	5114	3708	3602	2572	4062
WUAT02010551.1	Potri.007G062302.2	778	794	3584	1230	658	590	1554	874
WUAT02010552.1	Potri.013G067400.1	2686	3352	1750	3632	4012	4310	3046	3976
WUAT02010553.1	Potri.013G140260.3	25284	14524	13690	13400	12046	9648	12238	7974
WUAT02010557.1	Potri.001G087800.3	86094	62984	70938	78362	72352	97610	60012	54504
WUAT02010560.1	Potri.019G103500.1	16	34	22	4	20	38	20	0
WUAT02010567.1	Potri.016G053500.1	3088	14210	1200	5066	1326	3074	1590	7712
WUAT02010568.1	Potri.007G108200.1	1828	1914	1184	1868	1266	2342	2270	2254
WUAT02010571.1	Potri.018G146300.1	25294	38314	20872	28610	22468	31122	21862	38262
WUAT02010572.1	Potri.010G022000.6	6916	7110	6928	6882	5786	7388	5292	7576
WUAT02010573.1	Potri.004G098700.1	5734	9320	9022	7772	10860	6156	8094	9344
WUAT02010576.1	Potri.012G088300.6	47016	56158	52822	62386	49590	68474	52572	85824
WUAT02010579.1	Potri.014G185948.1	4	4	12	4	28	0	84	6
WUAT02010581.1	Potri.002G232600.2	51460	65574	60046	63144	43332	70074	58520	87032
WUAT02010587.1	Potri.013G133550.2	37792	32408	20366	40920	34282	37100	29556	40364
WUAT02010590.1	Potri.010G208400.1	5148	7370	8010	6646	4576	5740	6874	9224
WUAT02010594.1	Potri.009G170100.2	14444	20596	15300	17264	13376	15942	11988	21748
WUAT02010595.1	Potri.013G142232.5	18	32	10	24	28	26	50	50
WUAT02010599.1	Potri.005G047550.1	704	1132	420	904	704	866	614	1044
WUAT02010603.1	Potri.009G143200.2	4930	4668	13650	5560	4378	8718	7110	7420
WUAT02010608.1	Potri.008G146100.1	5766	8506	6892	7866	7340	9414	6244	10062
WUAT02010612.1	Potri.007G061781.1	11864	12590	33138	17076	7844	10468	16054	11794
WUAT02010614.1	Potri.013G133550.2	24	14	14	14	50	12	28	56
WUAT02010615.1	Potri.013G141700.3	798	1536	2478	1308	3234	1034	1038	2462
WUAT02010617.1	Potri.001G312800.9	2210	2824	1674	2688	1960	2236	2220	2408
WUAT02010618.1	Potri.016G088600.1	9710	11896	8986	12572	8670	15284	10242	14480
WUAT02010619.1	Potri.015G056501.3	350	326	278	382	466	466	598	538
WUAT02010621.1	Potri.018G066200.1	50124	61096	69234	63644	49380	71452	54808	77072
WUAT02010622.1	Potri.016G080600.1	37170	48994	54444	47152	40382	55376	48636	71164
WUAT02010628.1	Potri.013G139112.2	10	0	10	2	16	0	28	0
WUAT02010629.1	Potri.007G001300.1	1174	1420	1222	1210	1014	1548	1412	1088
WUAT02010630.1	Potri.013G143400.2	14294	2706	1358	4870	2522	2066	2112	2332
WUAT02010635.1	Potri.018G025000.3	2444	1652	2874	1782	1110	4186	1260	2790
WUAT02010639.1	Potri.008G048900.6	13852	21418	17502	18286	12500	17488	14714	23962
WUAT02010644.1	Potri.013G133550.2	5932	6316	4960	6726	5276	6698	8116	8854
WUAT02010645.1	Potri.014G185948.1	1702	1172	742	950	578	972	1364	1174
WUAT02010649.1	Potri.006G017400.1	29074	58774	29752	41466	34750	45882	34602	55084
WUAT02010657.1	Potri.008G219000.4	24994	28754	19752	28976	19190	28462	29120	43330
WUAT02010661.1	Potri.013G141912.1	4010	7066	2928	5048	5278	8978	7238	14534
WUAT02010666.1	Potri.003G131300.1	20126	27146	51742	25472	20080	30962	34004	43664
WUAT02010668.1	Potri.001G216900.2	32054	39966	45598	38814	35002	52384	42750	59398
WUAT02010676.1	Potri.006G260100.4	2	6	0	8	0	4	18	0
WUAT02010680.1	Potri.001G312800.7	1002	984	1024	1126	984	998	920	1530
WUAT02010684.1	Potri.013G031700.2	6804	6718	6432	8168	5976	8804	6276	7132
WUAT02010685.1	Potri.002G224000.2	4700	7488	4052	4994	6154	3568	4232	3616
WUAT02010693.1	Potri.010G137400.2	39358	40326	53346	44018	41030	45130	43382	47874
WUAT02010696.1	Potri.003G014176.1	32	10	0	0	0	10	2	12
WUAT02010698.1	Potri.004G145500.11	1110	2300	3930	1616	1734	1604	1616	3008
WUAT02010699.1	Potri.001G441040.1	116	226	116	224	264	250	606	256
WUAT02010702.1	Potri.006G103400.3	7410	7792	9066	8922	6408	11470	7136	11520
WUAT02010704.1	Potri.013G074950.1	4	18	30	6	0	12	16	20
WUAT02010707.1	Potri.005G082901.1	36270	24132	20104	30100	31086	31530	25524	21422
WUAT02010711.1	Potri.003G060300.3	1428	1710	742	1402	1216	802	780	1054
WUAT02010713.1	Potri.001G335200.1	6978	6832	1660	5892	1992	1756	7898	9952
WUAT02010720.1	Potri.001G012200.7	107182	119788	101432	119888	121382	150082	115090	144036
WUAT02010721.1	Potri.013G138201.1	14230	18260	15260	17564	13644	18326	12362	16288
WUAT02010724.1	Potri.007G033000.5	8186	11636	8804	10528	7694	14032	12348	17566
WUAT02010729.1	Potri.007G061981.1	2508	2596	4764	4268	3102	2754	1770	3088
WUAT02010733.1	Potri.014G177700.1	7798	10422	8918	9504	8496	10464	11566	12602
WUAT02010738.1	Potri.001G312800.7	8338	9362	8262	9276	8166	9288	8596	9104
WUAT02010739.1	Potri.012G031250.1	1034	404	2468	1178	480	530	244	586
WUAT02010742.1	Potri.002G089800.2	16690	23462	12856	14600	15128	12692	10516	26388
WUAT02010743.1	Potri.T124307.2	11884	21732	26304	20876	14650	29610	20328	25892
WUAT02010747.1	Potri.010G236100.4	15786	23484	16076	13970	18400	16142	16660	26382
WUAT02010748.1	Potri.014G052400.1	17552	15762	12234	19428	10214	14668	14820	26120
WUAT02010749.1	Potri.004G209800.15	20402	17612	14966	17676	15088	17050	18552	20396
WUAT02010760.1	Potri.003G045500.1	78	44	148	68	48	182	478	480
WUAT02010761.1	Potri.015G048300.1	45372	55572	62158	57140	43798	47840	47676	56394
WUAT02010762.1	Potri.019G083000.1	19232	21946	17734	20712	21794	20330	22590	29124
WUAT02010765.1	Potri.001G052500.1	99492	97954	110072	94790	70984	78304	83990	113806
WUAT02010774.1	Potri.004G084800.9	2390	4700	4628	4126	3158	5972	5206	6740
WUAT02010775.1	Potri.005G195300.1	8826	10266	8742	9230	7840	8470	6706	11646
WUAT02010778.1	Potri.013G029300.2	304	314	502	480	512	914	642	938
WUAT02010779.1	Potri.007G061861.1	310	884	230	262	308	160	1652	324
WUAT02010781.1	Potri.001G312800.9	128	214	224	308	214	368	118	234
WUAT02010783.1	Potri.013G133550.2	6570	9890	8768	8396	6864	10002	9878	12476
WUAT02010788.1	Potri.013G004600.3	33702	42986	45420	40658	34066	48400	45282	53188
WUAT02010789.1	Potri.009G078000.2	5266	4832	4032	7192	6376	10400	6580	8390
WUAT02010790.1	Potri.006G154500.1	50	292	122	124	136	56	124	96
WUAT02010792.1	Potri.001G472700.1	115708	135154	136748	145394	114856	139420	112304	164866
WUAT02010797.1	Potri.012G058400.2	32456	49176	41088	42092	29384	40934	37468	56544
WUAT02010801.1	Potri.001G165000.1	58770	34808	27180	41030	55910	35284	28728	21122
WUAT02010803.1	Potri.010G081800.1	15616	13966	16364	16656	13456	24242	16888	24878
WUAT02010805.1	Potri.015G060300.1	155742	167204	119148	165144	135066	199126	176518	197516
WUAT02010806.1	Potri.013G137077.1	146	1334	80	82	306	290	44	310
WUAT02010810.1	Potri.014G150300.1	4586	3788	3360	4698	3916	6126	3950	5984
WUAT02010812.1	Potri.018G068200.2	0	0	4	0	4	6	0	6
WUAT02010814.1	Potri.019G087700.1	30878	39054	30802	35428	28778	31228	28966	38202
WUAT02010815.1	Potri.013G144700.1	127068	86578	69882	109806	118748	116758	76348	85544
WUAT02010819.1	Potri.004G084900.1	45564	68376	33318	61630	61576	68242	32366	66314
WUAT02010823.1	Potri.013G162300.1	4070	3528	4144	5102	3192	4250	4142	4154
WUAT02010832.1	Potri.017G083200.6	3272	2434	1736	1876	1632	1750	2378	2374
WUAT02010833.1	Potri.004G174700.8	39466	52978	49068	47332	42770	64828	50838	68684
WUAT02010834.1	Potri.005G213300.6	5236	9658	5540	7074	6228	7186	7000	9296
WUAT02010836.1	Potri.007G115300.1	80	100	204	26	84	50	106	64
WUAT02010844.1	Potri.017G029900.1	68	162	46	108	52	38	30	150
WUAT02010846.1	Potri.005G024100.1	33918	42534	37662	42116	38642	48862	37800	51330
WUAT02010851.1	Potri.011G074750.3	1140	1488	1052	228	986	1892	392	632
WUAT02010855.1	Potri.013G143400.2	1574	2372	1164	2036	1474	2816	2808	2396
WUAT02010857.1	Potri.010G080700.6	6412	12978	17054	12276	8894	22044	13014	21226
WUAT02010859.1	Potri.004G140301.1	33884	26518	26268	29450	34102	30104	27660	46776
