Gene_ID	subject_id	H_T1_Rep1	H_T1_Rep2	H_T1_Rep3	H_T1_Rep4	H_T2_Rep1	H_T2_Rep2	H_T2_Rep3	H_T2_Rep4
WUAT02011763.1	Potri.019G091000.1	200	300	666	2216	208	328	580	336
WUAT02011764.1	Potri.010G183832.1	24590	19580	42698	28028	42082	47038	43124	48506
WUAT02011767.1	Potri.011G155600.1	1020	816	836	986	1308	812	666	906
WUAT02011769.1	Potri.011G056800.1	22918	29616	21836	33020	25766	25192	28076	30552
WUAT02011770.1	Potri.001G191100.1	15642	14840	14040	20174	16798	16918	20566	24114
WUAT02011771.1	Potri.008G183600.3	0	2	0	32	4	4	0	6
WUAT02011772.1	Potri.012G113700.1	7140	8240	7978	9918	7440	8212	8146	8428
WUAT02011773.1	Potri.017G143049.1	24306	26242	32530	29646	34434	32412	29888	33826
WUAT02011774.1	Potri.010G052500.1	40	68	64	76	22	70	202	98
WUAT02011782.1	Potri.010G065100.1	11544	18048	13620	16698	12676	14414	15286	15662
WUAT02011791.1	Potri.010G052500.1	2074	1732	1884	2072	1988	1512	2024	1838
WUAT02011792.1	Potri.019G006500.1	1680	1400	2608	2862	2452	2558	1870	2374
WUAT02011795.1	Potri.018G021000.1	40732	45222	47230	48494	49636	48158	54090	54514
WUAT02011796.1	Potri.001G312800.7	48	82	278	40	40	108	182	68
WUAT02011797.1	Potri.005G070700.6	8922	14398	12426	12516	5996	18888	12994	18062
WUAT02011800.1	Potri.001G359700.6	9500	12508	10304	14680	10886	11680	12988	13874
WUAT02011802.1	Potri.004G125150.1	26	116	90	68	18	38	44	26
WUAT02011809.1	Potri.013G133550.2	6022	3734	8596	7412	5186	5834	6416	7152
WUAT02011813.1	Potri.001G344000.1	3220	4036	5942	6514	4012	4994	7714	4472
WUAT02011814.1	Potri.004G003200.1	13130	11900	19724	14550	18984	22474	17560	15114
WUAT02011816.1	Potri.008G128600.1	3388	3288	6798	5054	7166	5638	5494	7602
WUAT02011818.1	Potri.007G061721.1	64344	71480	69680	71536	84194	84660	86676	115308
WUAT02011819.1	Potri.002G259600.4	8688	35794	14788	52186	12418	34514	23878	50874
WUAT02011824.1	Potri.001G342300.5	9996	10086	10048	11568	11960	11992	13088	12460
WUAT02011825.1	Potri.008G058600.6	3644	4434	5426	5210	6196	6282	8586	7136
WUAT02011827.1	Potri.003G085901.1	22870	15796	15800	21478	18708	23074	19162	20864
WUAT02011833.1	Potri.009G027900.1	20828	10644	16878	15420	19460	20658	18340	17986
WUAT02011836.1	Potri.011G062100.1	10630	11104	7636	22868	5760	9508	10212	7144
WUAT02011838.1	Potri.006G208600.1	13160	11232	14634	15028	17756	15438	14570	16632
WUAT02011857.1	Potri.003G040700.1	628	1208	6114	2160	1118	4338	3284	6948
WUAT02011858.1	Potri.008G035300.11	39082	27016	29750	29904	43502	29190	51940	42192
WUAT02011863.1	Potri.014G046300.5	33014	27720	29712	34598	35384	37556	37858	38632
WUAT02011864.1	Potri.005G107066.1	1136	750	782	862	436	624	480	398
WUAT02011866.1	Potri.006G081300.5	10380	9020	10668	11318	10966	8792	11594	12196
WUAT02011869.1	Potri.013G036300.1	1398	2630	3234	3348	2326	2816	2376	2800
WUAT02011872.1	Potri.008G147700.1	3984	8850	5602	6676	9384	13918	17150	15306
WUAT02011873.1	Potri.013G163000.1	7274	7356	7762	12272	10362	11206	11916	10280
WUAT02011877.1	Potri.011G075051.1	4270	3344	4168	5944	4422	5070	4490	3956
WUAT02011881.1	Potri.003G000500.10	7862	10918	10718	11570	10914	14162	12206	12126
WUAT02011890.1	Potri.005G068900.3	2906	3842	2920	5474	3180	3066	3536	3856
WUAT02011894.1	Potri.018G049600.1	6486	3632	2060	3360	2918	2354	3928	6786
WUAT02011898.1	Potri.011G076800.2	3830	1772	4346	2576	5580	3052	2104	4388
WUAT02011899.1	Potri.015G039000.4	37980	26160	24050	37034	54076	37330	44102	27806
WUAT02011907.1	Potri.016G091200.2	18218	13190	15326	17898	20344	18838	20562	20316
WUAT02011909.1	Potri.002G059000.3	14642	19176	23466	20694	21980	23366	21190	26910
WUAT02011913.1	Potri.007G020100.1	17756	19506	18884	22400	17346	20382	21676	24062
WUAT02011915.1	Potri.004G052100.1	3704	3592	5244	2958	2744	1646	1184	1720
WUAT02011916.1	Potri.003G034900.12	5818	9752	10424	12284	8362	8474	6798	8688
WUAT02011917.1	Potri.019G112300.2	3466	4328	3504	5630	2458	4012	3918	8136
WUAT02011921.1	Potri.011G072691.1	1296	3590	2626	3304	2444	5034	4946	3296
WUAT02011922.1	Potri.001G465900.1	2484	846	42	1254	1326	1216	1200	428
WUAT02011924.1	Potri.001G312800.9	0	2	0	0	0	0	0	0
WUAT02011927.1	Potri.008G043100.1	18908	4822	17136	7052	20344	14046	33682	29622
WUAT02011935.1	Potri.014G185804.1	7432	8052	6556	8248	7798	7940	10392	8424
WUAT02011940.1	Potri.003G128500.1	52274	70084	59028	70962	62204	65204	56476	61886
WUAT02011944.1	Potri.017G115500.1	25402	12972	20486	16704	22898	25974	27276	25636
WUAT02011947.1	Potri.013G142232.6	46	46	26	46	26	42	34	24
WUAT02011948.1	Potri.007G062242.1	111822	50852	130178	64724	154770	136468	100070	96846
WUAT02011949.1	Potri.010G052500.1	660	474	776	840	774	828	774	694
WUAT02011953.1	Potri.007G033801.2	14354	19394	11098	24704	16632	15390	18870	12978
WUAT02011954.1	Potri.012G031250.1	28	38	22	34	22	2	24	12
WUAT02011958.1	Potri.016G094100.3	6	36	146	30	0	4	34	202
WUAT02011959.1	Potri.010G052500.1	1180	652	1176	3474	1324	2476	1016	1236
WUAT02011962.1	Potri.013G133550.2	102248	66180	87044	96944	94300	88558	77478	83138
WUAT02011965.1	Potri.002G072100.1	68826	238018	77832	86368	60060	53630	71602	39678
WUAT02011967.1	Potri.002G132300.1	20370	28272	25472	35802	26346	28704	31948	30860
WUAT02011968.1	Potri.011G143900.3	28544	36020	33466	38686	33116	36362	37590	44164
WUAT02011975.1	Potri.014G095700.3	2516	2310	3526	3730	4162	6056	5142	7034
WUAT02011976.1	Potri.003G086400.5	5736	11370	7126	10930	5446	7904	9874	5088
WUAT02011980.1	Potri.008G070600.4	6984	3692	2874	13198	3420	5320	6430	4510
WUAT02011988.1	Potri.007G034900.11	4194	11064	8992	11526	7994	10460	9452	11236
WUAT02011989.1	Potri.013G142972.1	9060	10916	9564	14420	12102	12600	15850	12664
WUAT02011990.1	Potri.005G045500.4	1614	2264	2460	1554	2316	3026	2482	2588
WUAT02011993.1	Potri.003G134900.8	8396	10768	8664	18588	11178	10582	8486	10296
WUAT02011994.1	Potri.013G142124.1	112	210	144	208	218	246	300	370
WUAT02011998.1	Potri.008G050200.3	42646	47130	38424	49726	41336	47416	55426	62432
WUAT02011999.1	Potri.013G143400.2	8284	6288	6666	7890	8660	7408	9728	9272
WUAT02012002.1	Potri.013G140850.2	2230	3844	2290	4648	1930	3328	1342	2530
WUAT02012003.1	Potri.002G055800.2	70164	62092	48434	76784	54642	60888	63814	65670
WUAT02012008.1	Potri.006G058700.1	32874	100780	26184	70034	31990	45316	39308	43150
WUAT02012012.1	Potri.014G003600.5	326	520	344	660	488	582	658	502
WUAT02012015.1	Potri.013G137900.3	32	158	184	14	12	2	2	58
WUAT02012016.1	Potri.008G097400.1	14344	14006	16980	17676	17022	20230	17760	18164
WUAT02012025.1	Potri.014G160000.1	38194	37828	37792	43174	48708	42840	51410	53488
WUAT02012026.1	Potri.013G162700.1	1974	2326	2814	2964	3654	2520	2656	4110
WUAT02012028.1	Potri.018G075000.5	1780	1202	1338	1002	1468	1842	1228	1180
WUAT02012030.1	Potri.009G012400.2	210	402	558	420	286	240	366	492
WUAT02012032.1	Potri.001G335300.1	3988	4588	4668	4006	4926	5938	4968	5084
WUAT02012035.1	Potri.010G023800.1	15746	14766	14460	16030	15632	16618	16596	17458
WUAT02012038.1	Potri.010G206600.1	3144	2552	3566	3042	3868	4198	4438	4496
WUAT02012039.1	Potri.013G160000.1	41182	40122	41968	43684	46064	44794	43176	47318
WUAT02012040.1	Potri.013G143400.2	5724	5666	6354	8558	6172	8434	8024	7518
WUAT02012053.1	Potri.006G016300.4	19464	16728	14202	18876	15916	16496	20284	20024
WUAT02012061.1	Potri.013G011600.4	31070	32318	50390	41138	45868	43650	44602	48356
WUAT02012067.1	Potri.013G130300.1	3488	4528	4494	5196	3702	4234	3898	4818
WUAT02012070.1	Potri.002G035900.1	43066	51612	38522	53056	36160	48412	49576	57208
WUAT02012079.1	Potri.012G002600.10	2720	5588	5164	4180	5806	6294	5510	4482
WUAT02012080.1	Potri.006G000700.8	27928	32542	28524	37768	29380	33978	34900	35288
WUAT02012084.1	Potri.013G144600.1	534	480	910	764	686	984	1036	1172
WUAT02012085.1	Potri.009G040700.2	2226	1854	1832	3618	4734	1862	2714	2024
WUAT02012087.1	Potri.001G440900.1	5154	5564	6536	7462	7722	6104	7370	9318
WUAT02012088.1	Potri.009G124500.1	39108	32032	64840	44296	70634	49126	50968	60012
WUAT02012089.1	Potri.003G032100.4	33268	39384	38780	44622	36662	42638	43372	49796
WUAT02012093.1	Potri.002G032100.2	19816	26058	21434	28276	21572	26326	24044	30822
WUAT02012094.1	Potri.014G185948.1	1440	1114	1114	1760	960	886	1076	1252
WUAT02012097.1	Potri.008G221801.2	4596	1368	5288	3932	5282	5336	6642	3254
WUAT02012099.1	Potri.013G139112.1	34	14	38	64	30	34	64	26
WUAT02012106.1	Potri.001G219200.1	44900	38690	57270	49318	60174	60072	59098	62558
WUAT02012110.1	Potri.002G113300.1	99452	152728	137856	172920	109632	141552	120316	155404
WUAT02012111.1	Potri.002G209900.6	10750	14654	17550	14858	17746	17772	17166	17694
WUAT02012113.1	Potri.002G166200.1	20062	43272	17184	43088	13650	19044	16684	24020
WUAT02012114.1	Potri.011G028400.1	52	18	6	22	12	56	38	60
WUAT02012115.1	Potri.006G048800.1	13960	28908	14630	32968	17262	12864	14830	19790
WUAT02012123.1	Potri.006G113300.1	70990	75842	54988	70614	63328	75592	86566	97284
WUAT02012124.1	Potri.006G225700.1	66100	98092	67980	94652	70596	72518	85458	101184
WUAT02012125.1	Potri.014G090100.2	4554	8176	7256	7274	7212	9174	7702	8324
WUAT02012128.1	Potri.015G142000.1	10104	5504	13542	7314	15348	10930	10648	10680
WUAT02012129.1	Potri.011G027700.2	155626	150488	169794	150288	158896	179614	127644	173788
WUAT02012141.1	Potri.008G014100.1	8094	10268	7670	11252	10576	10512	10242	10556
WUAT02012142.1	Potri.009G012400.2	6772	8136	11974	9648	12340	11434	13186	11262
WUAT02012146.1	Potri.008G133400.13	28726	18948	29806	30236	42216	29174	52606	40604
WUAT02012151.1	Potri.008G054600.1	22868	50366	37118	38350	35372	31612	30632	33194
WUAT02012157.1	Potri.007G147200.1	2144	2040	2812	3064	3226	3308	3128	2994
WUAT02012160.1	Potri.014G099200.1	100386	96720	95400	94164	97596	110740	95592	111730
WUAT02012161.1	Potri.002G041100.1	1790	512	902	10956	228	2188	1742	248
WUAT02012162.1	Potri.013G021400.6	10708	8592	16700	9734	14860	16568	15428	12814
WUAT02012164.1	Potri.014G193500.10	50	66	72	112	46	108	64	82
WUAT02012169.1	Potri.006G232300.5	43782	54428	31238	47476	40094	39478	46226	56060
WUAT02012174.1	Potri.009G033600.1	30050	35586	33564	38828	37124	36898	36850	43566
WUAT02012177.1	Potri.006G197200.3	390	498	468	428	364	204	290	286
WUAT02012178.1	Potri.003G131200.1	310	292	364	444	330	458	282	414
WUAT02012180.1	Potri.002G205025.2	38408	39118	34126	63960	40352	43704	50156	41362
WUAT02012183.1	Potri.005G249200.1	31870	33804	30128	34076	36990	42442	43110	40554
WUAT02012187.1	Potri.007G061861.1	6576	8634	7838	11298	8292	9542	9584	11936
WUAT02012192.1	Potri.007G062322.1	42246	47768	42850	62194	33708	54416	39470	47276
WUAT02012199.1	Potri.014G185948.1	0	30	0	2	20	2	2	0
WUAT02012200.1	Potri.015G022000.1	5052	10256	4052	7466	4324	6434	6106	6030
WUAT02012203.1	Potri.001G433466.3	12	6	6	12	6	8	2	18
WUAT02012205.1	Potri.005G232800.1	6130	10798	6284	10704	7446	8326	10672	10042
WUAT02012207.1	Potri.002G109800.8	11148	9910	8708	11428	9370	10914	12804	12110
WUAT02012209.1	Potri.007G058500.1	1212	1096	1258	1568	1212	1002	1286	1360
WUAT02012214.1	Potri.014G038600.2	21386	50016	30738	44688	25586	31802	27828	24334
WUAT02012216.1	Potri.002G011800.1	0	10	276	2	16	228	230	124
WUAT02012218.1	Potri.009G006100.3	2062	1030	2460	2328	3260	2736	1938	2346
WUAT02012223.1	Potri.002G215900.1	14586	18486	16060	23614	19480	21400	21480	24404
WUAT02012227.1	Potri.003G031900.4	35200	55998	46996	62688	46036	55746	52352	61062
WUAT02012229.1	Potri.010G082101.2	86646	91326	48232	76248	45486	73172	74766	58114
WUAT02012230.1	Potri.010G096500.2	1370	134	220	1940	150	370	508	86
WUAT02012232.1	Potri.011G157100.1	18786	31876	18524	34450	18918	29548	26214	25874
WUAT02012236.1	Potri.006G222000.1	590	730	706	912	808	1768	848	916
WUAT02012237.1	Potri.006G114700.1	9354	23612	10330	15320	12038	12098	19260	16176
WUAT02012242.1	Potri.006G222000.1	84	30	72	402	12	58	200	132
WUAT02012245.1	Potri.010G052500.1	60246	24490	37892	38948	48296	51246	44056	41942
WUAT02012249.1	Potri.012G064500.3	3448	3486	4606	4928	4716	4890	5062	5252
WUAT02012251.1	Potri.007G062302.2	2014	898	112	1924	118	444	520	60
WUAT02012255.1	Potri.004G137100.2	73220	113756	77978	131594	81218	83094	93876	97222
WUAT02012260.1	Potri.007G061861.1	29834	24360	29598	32016	36684	30450	30352	33272
WUAT02012262.1	Potri.002G114400.4	644	542	890	814	666	1200	748	870
WUAT02012263.1	Potri.013G074800.1	18608	27878	26050	29152	27956	25572	27532	29270
WUAT02012266.1	Potri.006G208300.2	3392	4950	3928	6832	3934	5616	5108	5560
WUAT02012268.1	Potri.005G012600.5	5662	3326	2550	3838	3646	4518	5758	3198
WUAT02012272.1	Potri.012G058400.2	922	840	938	902	1306	1182	1982	1564
WUAT02012277.1	Potri.003G130700.1	90090	230090	95938	199706	86896	117410	118938	112336
WUAT02012278.1	Potri.001G222700.1	20322	15650	36742	61488	17932	58866	16238	44874
WUAT02012279.1	Potri.001G312800.9	4	8	26	28	4	6	20	22
WUAT02012281.1	Potri.013G079900.2	54744	61226	50248	77394	53018	58144	72184	50358
WUAT02012282.1	Potri.001G094900.1	87046	202988	70452	218244	62156	91608	85100	62256
WUAT02012286.1	Potri.006G003800.11	22358	39750	25728	47510	25360	30518	25546	36256
WUAT02012290.1	Potri.015G060200.1	67756	32540	110950	50658	94436	98480	81686	90906
WUAT02012292.1	Potri.011G073900.2	34352	22464	40358	30312	47962	39290	39768	36080
WUAT02012294.1	Potri.010G027100.2	2	0	0	0	0	80	2	2
WUAT02012296.1	Potri.009G064100.1	57724	50340	36782	70018	52664	51396	52524	47288
WUAT02012298.1	Potri.005G100500.1	80	84	74	60	120	114	106	104
WUAT02012299.1	Potri.018G085500.3	76004	157320	76432	119516	71058	87180	87682	78722
WUAT02012300.1	Potri.001G052000.1	138	146	196	140	160	38	140	134
WUAT02012301.1	Potri.013G075100.1	23286	21236	21272	20594	25080	29280	29800	31168
WUAT02012304.1	Potri.005G225700.1	10990	9692	14824	13590	15894	22510	16694	20706
WUAT02012313.1	Potri.013G140850.2	374	302	368	574	538	404	580	456
WUAT02012314.1	Potri.001G441040.1	14380	8916	25474	13310	32084	17330	27214	22032
WUAT02012317.1	Potri.019G040400.2	816	714	876	878	704	920	1034	1014
WUAT02012321.1	Potri.011G074067.1	1258	1344	1262	1668	1400	1938	1654	1952
WUAT02012322.1	Potri.014G185948.1	96570	95356	148492	140596	113178	97144	128806	131266
WUAT02012326.1	Potri.004G208800.2	418	544	572	672	784	538	520	622
WUAT02012331.1	Potri.005G194500.1	1768	2112	3122	1658	2774	2538	2614	2498
WUAT02012336.1	Potri.002G207800.1	17372	20890	18816	29442	17512	23404	25856	21852
WUAT02012341.1	Potri.006G107300.2	31170	16454	32000	27414	31882	24364	18756	23468
WUAT02012345.1	Potri.007G062522.1	2	24	14	44	12	8	14	24
WUAT02012347.1	Potri.011G009600.2	642	1292	930	1772	1400	2516	2076	2130
WUAT02012349.1	Potri.010G088800.2	5662	3788	6240	8540	5962	8344	4634	7848
WUAT02012353.1	Potri.004G116100.2	11092	9756	4418	17922	4782	8576	8724	7692
WUAT02012354.1	Potri.001G172300.1	2200	2292	1816	3396	1324	1790	1782	2190
WUAT02012355.1	Potri.016G113600.5	3932	8460	6646	9342	8282	7606	8178	9588
WUAT02012358.1	Potri.018G087600.1	6232	3894	3304	4874	4528	6222	7814	5646
WUAT02012363.1	Potri.014G189900.11	15838	12800	19910	18430	17922	20242	17664	16178
WUAT02012366.1	Potri.001G134100.5	12	20	2	10	20	14	16	8
WUAT02012367.1	Potri.008G046500.1	13042	7688	13460	11384	16094	13000	13284	11920
WUAT02012372.1	Potri.014G153000.1	3862	3550	3788	4430	3944	5452	4984	4714
WUAT02012373.1	Potri.004G231525.1	17560	26794	25284	26184	22460	25542	25268	27092
WUAT02012376.1	Potri.001G252400.1	32056	29668	28716	31810	28394	31616	35904	29632
WUAT02012379.1	Potri.015G056501.3	3910	7256	3418	4888	5460	3862	5452	5258
WUAT02012380.1	Potri.013G162400.1	13480	7816	8612	8352	8954	11478	11782	10430
WUAT02012381.1	Potri.002G128700.11	13468	17138	11212	17264	13894	18172	18874	20000
WUAT02012385.1	Potri.007G060300.3	272	416	330	682	380	378	448	368
WUAT02012389.1	Potri.004G160400.4	83478	97716	52968	127456	60222	90724	77440	49270
WUAT02012391.1	Potri.001G240300.1	6272	8714	5972	6256	6364	8746	9696	8760
WUAT02012394.1	Potri.001G222600.23	297302	666572	483750	870910	119450	389262	288930	308248
WUAT02012396.1	Potri.008G133300.1	4594	3278	4074	4604	5266	5178	5836	6550
WUAT02012398.1	Potri.010G052500.1	50	70	32	100	66	30	46	40
WUAT02012399.1	Potri.017G057500.1	18666	15680	21802	25190	23146	23384	21920	22678
WUAT02012407.1	Potri.009G062200.5	85136	138830	80842	140346	72398	92714	98026	104046
WUAT02012408.1	Potri.001G277700.3	5302	7420	5356	6978	4524	8092	7678	6062
WUAT02012412.1	Potri.002G262900.1	21654	30466	25028	27704	26380	31012	29322	32104
WUAT02012413.1	Potri.013G133550.1	195528	225982	153070	193304	160544	259154	209344	211830
WUAT02012419.1	Potri.011G074150.1	310	18	528	2	4	284	358	266
WUAT02012421.1	Potri.009G132100.1	18734	17112	24424	24350	28058	21892	21502	22718
WUAT02012425.1	Potri.013G142232.5	764	512	1652	1352	1210	1506	1678	1612
WUAT02012430.1	Potri.002G258900.1	4432	4946	5328	6358	4040	4068	4590	7142
WUAT02012432.1	Potri.001G312800.9	2	0	0	8	10	0	2	0
WUAT02012433.1	Potri.001G457700.1	10	14	22	12	14	74	28	46
WUAT02012434.1	Potri.013G143400.2	4758	9552	7844	9030	7426	7848	7900	8014
WUAT02012435.1	Potri.018G096600.1	10444	22686	12108	18300	13508	17224	15488	14810
WUAT02012443.1	Potri.007G115900.1	4410	5538	5270	4738	3998	4726	4306	5938
WUAT02012445.1	Potri.012G090600.3	10850	9378	9432	12692	10780	12032	11362	13524
WUAT02012446.1	Potri.006G120200.1	9454	15050	12568	17588	14364	17128	15128	15370
WUAT02012448.1	Potri.005G199200.4	9122	11068	7516	11676	9994	10972	9654	10986
WUAT02012449.1	Potri.005G032800.1	2706	3880	3220	1264	2138	3838	2656	1732
WUAT02012452.1	Potri.014G104600.3	22588	34656	28350	41310	25758	32240	32012	38158
WUAT02012457.1	Potri.012G031250.1	16000	14596	21644	25810	20198	26066	20788	19882
WUAT02012458.1	Potri.008G221801.2	10470	9802	10226	13136	12390	12542	11076	14748
WUAT02012461.1	Potri.001G289200.5	2532	5086	3804	7280	4494	4834	3364	4754
WUAT02012463.1	Potri.013G162700.1	444	220	102	490	340	602	1550	1188
WUAT02012466.1	Potri.013G143400.2	16704	30634	31150	52722	7316	10746	9308	13282
WUAT02012475.1	Potri.012G062700.1	2666	3278	3338	3620	3942	3206	4390	3612
WUAT02012480.1	Potri.011G081200.4	35238	51518	39504	59102	43658	55344	50686	54814
WUAT02012483.1	Potri.014G167100.3	90	46	150	114	170	278	146	140
WUAT02012488.1	Potri.001G191200.4	1618	2612	2878	3328	3570	4470	3308	3094
WUAT02012493.1	Potri.005G072100.1	348	388	712	720	714	602	962	822
WUAT02012495.1	Potri.009G147800.3	954	188	904	766	478	1392	1094	2078
WUAT02012499.1	Potri.001G370600.1	1128	1878	1814	2978	2250	2270	1990	2264
WUAT02012502.1	Potri.013G105000.1	3322	3634	3998	5792	4216	4004	3526	4300
WUAT02012504.1	Potri.010G205700.1	5964	12434	6296	8720	10842	6802	9452	14610
WUAT02012506.1	Potri.001G182000.1	3420	4988	4668	5782	3204	5168	5004	5042
WUAT02012510.1	Potri.014G054600.2	0	4	4	8	8	4	12	2
WUAT02012511.1	Potri.010G045100.4	69064	51660	72488	73196	78658	75544	59140	54974
WUAT02012513.1	Potri.001G113500.2	5372	5496	5236	5048	4902	5656	6108	5748
WUAT02012515.1	Potri.009G114900.5	1402	4622	2810	2884	2774	3272	2906	5254
WUAT02012516.1	Potri.005G161366.1	16840	7974	33110	11488	30936	23964	17892	25094
WUAT02012521.1	Potri.010G052500.1	9268	16426	12264	17630	11344	14858	16816	16246
WUAT02012522.1	Potri.001G341900.1	9302	14660	11782	18662	12596	12892	13438	15020
WUAT02012524.1	Potri.002G060400.1	5240	14448	5230	9464	7714	5344	6972	6092
WUAT02012525.1	Potri.013G139670.1	56	20	20	70	46	22	44	42
WUAT02012529.1	Potri.011G113575.1	38830	32722	163792	91986	203668	119632	108768	129368
WUAT02012534.1	Potri.003G161900.3	222850	164768	206518	199382	229604	208038	219000	206166
WUAT02012538.1	Potri.018G032900.1	16270	13324	14302	18944	13826	14726	16296	14332
WUAT02012540.1	Potri.005G142100.5	2092	1094	2368	2792	3134	2152	4152	2714
WUAT02012547.1	Potri.010G045900.2	40134	49820	47062	48546	50916	52402	59308	57714
WUAT02012551.1	Potri.001G362100.1	5094	7292	7294	8444	8950	8436	10040	8722
WUAT02012556.1	Potri.014G056700.2	58510	81730	86910	83884	64688	86654	71290	72218
WUAT02012561.1	Potri.007G123600.1	2386	4368	3666	4702	3394	3454	3874	3816
WUAT02012563.1	Potri.013G139112.1	64	60	68	58	84	72	136	160
WUAT02012565.1	Potri.007G023200.2	7136	4676	5278	4352	4216	8896	7202	6912
WUAT02012578.1	Potri.013G143400.2	70	150	48	326	118	34	36	48
WUAT02012579.1	Potri.013G143400.2	482	392	344	506	358	446	524	506
WUAT02012580.1	Potri.002G238200.3	31792	24156	50782	28478	43636	49414	39826	37580
WUAT02012583.1	Potri.010G179700.1	4246	2288	2880	3032	3216	3782	3604	3624
WUAT02012585.1	Potri.010G206600.1	526	576	648	722	432	644	602	794
WUAT02012587.1	Potri.007G001300.1	3046	4168	2354	1046	3046	7198	4588	4630
WUAT02012592.1	Potri.002G188600.4	132952	98206	102734	136750	126046	132094	145080	161338
WUAT02012595.1	Potri.006G108800.3	34458	32364	38752	36112	43888	48754	40940	39056
WUAT02012601.1	Potri.013G133550.1	822	1746	668	1350	506	1658	738	2060
WUAT02012604.1	Potri.006G188700.1	0	0	0	12	6	6	4	22
WUAT02012607.1	Potri.002G160900.8	71244	97794	84958	109456	79520	92374	83086	103380
WUAT02012610.1	Potri.008G136100.2	20988	12328	12000	19244	32048	28192	20176	15706
WUAT02012611.1	Potri.006G101500.14	4418	3734	3894	4536	4536	5998	6344	4462
WUAT02012619.1	Potri.002G193000.2	61826	67476	49024	75372	59322	56866	60320	64966
WUAT02012621.1	Potri.010G064700.2	2730	4332	3186	4336	2840	4032	4818	4406
