Gene_ID	subject_id	C_T1_Rep1	C_T1_Rep2	C_T1_Rep3	C_T1_Rep4	C_T2_Rep1	C_T2_Rep2	C_T2_Rep3	C_T2_Rep4
WUAT02012151.1	Potri.008G054600.1	22780	38840	36342	34936	47954	49448	55616	44620
WUAT02012157.1	Potri.007G147200.1	2024	3264	1822	3482	2192	2284	2014	2240
WUAT02012160.1	Potri.014G099200.1	82862	100886	90548	97212	147918	104900	115148	133456
WUAT02012161.1	Potri.002G041100.1	2768	1288	4960	9094	20628	17930	11340	14356
WUAT02012162.1	Potri.013G021400.6	11648	12434	10786	13484	12656	7608	9348	15734
WUAT02012164.1	Potri.014G193500.10	50	84	62	136	78	60	78	124
WUAT02012169.1	Potri.006G232300.5	31476	38622	34624	36432	47732	44800	40504	46546
WUAT02012174.1	Potri.009G033600.1	28626	38278	30002	34058	35256	27736	31582	36216
WUAT02012177.1	Potri.006G197200.3	156	202	374	268	356	100	302	388
WUAT02012178.1	Potri.003G131200.1	252	306	512	374	420	304	240	346
WUAT02012180.1	Potri.002G205025.2	31904	42952	30834	49942	45922	55594	42854	72158
WUAT02012183.1	Potri.005G249200.1	27246	36086	30964	30680	33724	27116	31808	36384
WUAT02012187.1	Potri.007G061861.1	7290	8638	6374	7320	7152	6476	6344	7244
WUAT02012192.1	Potri.007G062322.1	53114	51546	44266	47492	41054	49332	44666	39216
WUAT02012199.1	Potri.014G185948.1	2	14	18	0	48	46	0	6
WUAT02012200.1	Potri.015G022000.1	5452	4106	4744	3918	3878	3874	3926	8220
WUAT02012203.1	Potri.001G433466.3	0	4	8	0	6	8	4	10
WUAT02012205.1	Potri.005G232800.1	6152	6208	6042	9148	10996	17804	15942	29180
WUAT02012207.1	Potri.002G109800.8	10376	10282	8282	12324	16594	16400	13584	15696
WUAT02012209.1	Potri.007G058500.1	770	1180	722	1410	1056	542	714	800
WUAT02012214.1	Potri.014G038600.2	14848	18622	28116	27318	36588	26594	39612	63440
WUAT02012216.1	Potri.002G011800.1	6	30	16	2	18	2	438	402
WUAT02012218.1	Potri.009G006100.3	3702	2562	1092	4696	1976	2770	1112	1774
WUAT02012223.1	Potri.002G215900.1	15900	22162	15046	22230	20656	18118	16868	14760
WUAT02012227.1	Potri.003G031900.4	33366	52562	39674	52358	52264	36670	47404	58062
WUAT02012229.1	Potri.010G082101.2	61172	57620	74562	72938	115152	82046	91352	70254
WUAT02012230.1	Potri.010G096500.2	1286	260	530	2888	1114	682	1256	816
WUAT02012232.1	Potri.011G157100.1	25728	36294	25394	29564	34670	26040	23290	33050
WUAT02012236.1	Potri.006G222000.1	518	1810	2094	780	746	792	634	654
WUAT02012237.1	Potri.006G114700.1	6136	11606	15720	12888	7522	10452	20050	19380
WUAT02012242.1	Potri.006G222000.1	378	84	108	120	802	652	134	114
WUAT02012245.1	Potri.010G052500.1	38442	46216	29600	56762	35216	31828	30314	25358
WUAT02012249.1	Potri.012G064500.3	3080	4208	3010	4286	3286	3056	2548	2764
WUAT02012251.1	Potri.007G062302.2	3830	210	1246	2972	2890	2244	3444	3540
WUAT02012255.1	Potri.004G137100.2	69900	73988	83252	89980	97254	93172	86866	103108
WUAT02012260.1	Potri.007G061861.1	35152	34288	28932	39644	27726	21228	18362	13874
WUAT02012262.1	Potri.002G114400.4	530	540	730	640	498	666	456	378
WUAT02012263.1	Potri.013G074800.1	17944	24128	21810	19930	20626	15148	24744	23448
WUAT02012266.1	Potri.006G208300.2	3454	3830	4154	4012	5902	5208	6102	10434
WUAT02012268.1	Potri.005G012600.5	5656	3506	3290	6436	6768	5514	3858	4266
WUAT02012272.1	Potri.012G058400.2	556	896	578	874	656	518	702	806
WUAT02012277.1	Potri.003G130700.1	98882	114168	143116	109720	96858	104336	111146	123496
WUAT02012278.1	Potri.001G222700.1	8362	47656	42538	17602	10028	10016	11868	11716
WUAT02012279.1	Potri.001G312800.9	8	10	24	12	34	26	10	34
WUAT02012281.1	Potri.013G079900.2	53166	42968	52876	56632	45700	51304	61748	65320
WUAT02012282.1	Potri.001G094900.1	57394	75350	120164	79448	62750	97162	104286	123068
WUAT02012286.1	Potri.006G003800.11	22562	29634	30932	24774	24728	25362	24618	29714
WUAT02012290.1	Potri.015G060200.1	59366	83788	43228	68716	51414	21920	23692	24286
WUAT02012292.1	Potri.011G073900.2	29842	34434	25488	35850	31538	20818	23446	20764
WUAT02012294.1	Potri.010G027100.2	0	42	4	58	0	0	16	2
WUAT02012296.1	Potri.009G064100.1	56596	47266	65986	66806	46128	76334	45970	37870
WUAT02012298.1	Potri.005G100500.1	92	118	80	58	44	48	98	66
WUAT02012299.1	Potri.018G085500.3	67372	62480	98812	85370	99236	93638	103288	129576
WUAT02012300.1	Potri.001G052000.1	30	130	40	46	240	110	188	78
WUAT02012301.1	Potri.013G075100.1	21534	24922	19852	24634	22628	20714	19598	19032
WUAT02012304.1	Potri.005G225700.1	14088	15006	11430	13954	12420	11422	9998	13660
WUAT02012313.1	Potri.013G140850.2	456	550	598	428	440	388	610	572
WUAT02012314.1	Potri.001G441040.1	9046	15944	9294	18794	12314	8426	8980	10662
WUAT02012317.1	Potri.019G040400.2	1140	1076	574	884	760	838	544	948
WUAT02012321.1	Potri.011G074067.1	1872	1956	2104	1976	3060	6576	3812	816
WUAT02012322.1	Potri.014G185948.1	116162	119774	211942	159014	84866	73890	85534	118002
WUAT02012326.1	Potri.004G208800.2	242	626	356	508	718	396	528	514
WUAT02012331.1	Potri.005G194500.1	1444	2488	930	2032	4298	3356	8036	6648
WUAT02012336.1	Potri.002G207800.1	11596	15960	18804	20314	22300	23944	28150	51734
WUAT02012341.1	Potri.006G107300.2	19322	17364	11596	20636	24568	16866	20556	23576
WUAT02012345.1	Potri.007G062522.1	36	18	34	12	14	52	50	24
WUAT02012347.1	Potri.011G009600.2	680	1074	1062	1240	960	618	974	1450
WUAT02012349.1	Potri.010G088800.2	3978	5386	3720	4872	8254	6256	5750	5080
WUAT02012353.1	Potri.004G116100.2	28086	8172	15828	18860	43504	39354	34612	41478
WUAT02012354.1	Potri.001G172300.1	3460	2720	2626	2528	4148	3132	3950	3998
WUAT02012355.1	Potri.016G113600.5	3454	8022	5598	6872	5024	9834	8544	13820
WUAT02012358.1	Potri.018G087600.1	7204	4916	6700	9298	24154	16294	23262	37630
WUAT02012363.1	Potri.014G189900.11	11614	15682	15550	17842	15876	11298	12074	14484
WUAT02012366.1	Potri.001G134100.5	2	26	2	16	2	0	6	6
WUAT02012367.1	Potri.008G046500.1	12926	12202	9370	14660	14224	10978	10378	12232
WUAT02012372.1	Potri.014G153000.1	2530	3536	3278	4940	4350	2434	3926	3738
WUAT02012373.1	Potri.004G231525.1	16420	25596	20766	24486	22000	29354	24890	34662
WUAT02012376.1	Potri.001G252400.1	13560	25640	24440	24564	31486	35574	23874	36264
WUAT02012379.1	Potri.015G056501.3	6606	3500	3186	7816	7282	3856	6996	5588
WUAT02012380.1	Potri.013G162400.1	8542	8184	8210	10792	6664	8374	7286	6552
WUAT02012381.1	Potri.002G128700.11	10154	14060	14542	19916	30428	17862	28938	29124
WUAT02012385.1	Potri.007G060300.3	328	416	392	578	444	398	470	368
WUAT02012389.1	Potri.004G160400.4	90016	83880	64856	79164	197016	268460	171570	215430
WUAT02012391.1	Potri.001G240300.1	7984	7526	7236	6200	6648	6758	5658	5048
WUAT02012394.1	Potri.001G222600.23	240532	244140	513588	325786	570836	518008	823928	918708
WUAT02012396.1	Potri.008G133300.1	3282	4832	3732	5270	3140	3262	2856	3118
WUAT02012398.1	Potri.010G052500.1	58	70	80	70	48	42	76	24
WUAT02012399.1	Potri.017G057500.1	18576	21284	16794	27912	24770	20652	17734	23768
WUAT02012407.1	Potri.009G062200.5	85386	105236	109890	90632	104892	117186	111834	114452
WUAT02012408.1	Potri.001G277700.3	4072	6016	5974	5496	5524	6506	5774	5940
WUAT02012412.1	Potri.002G262900.1	18124	26178	19944	26408	23870	21782	21816	23472
WUAT02012413.1	Potri.013G133550.1	130392	220474	240882	181942	233120	204584	150842	140374
WUAT02012419.1	Potri.011G074150.1	0	258	122	254	372	2	366	12
WUAT02012421.1	Potri.009G132100.1	12560	22338	16746	25264	18188	14204	12910	13508
WUAT02012425.1	Potri.013G142232.5	1036	1402	1074	1710	1796	1276	668	2004
WUAT02012430.1	Potri.002G258900.1	7584	7250	3888	6102	6284	4844	6298	4384
WUAT02012432.1	Potri.001G312800.9	2	0	12	4	14	0	2	2
WUAT02012433.1	Potri.001G457700.1	12	42	8	10	50	4	42	16
WUAT02012434.1	Potri.013G143400.2	4152	7880	5852	7518	7566	5352	6332	7464
WUAT02012435.1	Potri.018G096600.1	11478	14642	12674	18278	16076	15994	17624	15336
WUAT02012443.1	Potri.007G115900.1	3658	4628	4234	3918	6222	5372	6068	6894
WUAT02012445.1	Potri.012G090600.3	11306	10616	9348	13490	11850	12894	11298	10726
WUAT02012446.1	Potri.006G120200.1	8272	13428	11348	13010	11956	10062	12390	12230
WUAT02012448.1	Potri.005G199200.4	10156	11050	10026	9956	11900	10940	11824	9950
WUAT02012449.1	Potri.005G032800.1	1590	11848	2674	3084	1380	730	2734	1864
WUAT02012452.1	Potri.014G104600.3	19590	29152	32116	29496	26284	28510	25976	30238
WUAT02012457.1	Potri.012G031250.1	17684	24914	15838	27056	34868	40914	30164	49704
WUAT02012458.1	Potri.008G221801.2	11264	12846	8898	12188	10002	8864	8606	8400
WUAT02012461.1	Potri.001G289200.5	2132	4838	3788	3070	4486	3664	4152	5010
WUAT02012463.1	Potri.013G162700.1	454	130	194	194	418	800	408	952
WUAT02012466.1	Potri.013G143400.2	8522	28644	31520	22834	12810	27774	29030	50660
WUAT02012475.1	Potri.012G062700.1	2052	2754	2396	2820	2224	1690	1900	2750
WUAT02012480.1	Potri.011G081200.4	40458	44810	40612	41368	58288	65240	59980	78208
WUAT02012483.1	Potri.014G167100.3	148	118	80	190	74	66	206	54
WUAT02012488.1	Potri.001G191200.4	1616	2998	1636	2582	2202	2608	3224	3476
WUAT02012493.1	Potri.005G072100.1	310	460	548	1090	566	460	538	350
WUAT02012495.1	Potri.009G147800.3	1022	614	434	538	352	576	718	188
WUAT02012499.1	Potri.001G370600.1	1274	2010	1850	2422	2302	1944	1782	2326
WUAT02012502.1	Potri.013G105000.1	3330	4070	3464	3676	3160	3260	2784	4510
WUAT02012504.1	Potri.010G205700.1	13274	11838	7792	10894	28370	34060	39068	25332
WUAT02012506.1	Potri.001G182000.1	3560	4238	4252	3702	5408	4216	5464	7450
WUAT02012510.1	Potri.014G054600.2	8	0	6	10	4	4	2	4
WUAT02012511.1	Potri.010G045100.4	65598	88566	52298	69136	69120	54730	56788	69954
WUAT02012513.1	Potri.001G113500.2	3300	5054	4658	5344	4730	3986	4330	6862
WUAT02012515.1	Potri.009G114900.5	1988	3060	2240	2366	2646	1512	3094	4880
WUAT02012516.1	Potri.005G161366.1	5480	32056	10794	22644	5358	4612	3916	4080
WUAT02012521.1	Potri.010G052500.1	9814	12786	13660	14414	15868	15546	16040	17342
WUAT02012522.1	Potri.001G341900.1	8212	12838	9782	11626	11380	9684	9884	13746
WUAT02012524.1	Potri.002G060400.1	4026	4724	5526	4776	5162	3690	4146	3548
WUAT02012525.1	Potri.013G139670.1	44	20	40	44	82	46	42	32
WUAT02012529.1	Potri.011G113575.1	15556	86918	54764	100442	35496	10114	16452	20734
WUAT02012534.1	Potri.003G161900.3	173186	191214	165092	230146	202932	122750	118082	110896
WUAT02012538.1	Potri.018G032900.1	12282	13238	11732	16228	15342	15176	14378	15456
WUAT02012540.1	Potri.005G142100.5	886	2278	1508	1926	2010	2626	1730	4658
WUAT02012547.1	Potri.010G045900.2	35106	48428	31114	52228	50274	34154	36214	47382
WUAT02012551.1	Potri.001G362100.1	5148	7188	6548	7828	7230	5426	6358	4888
WUAT02012556.1	Potri.014G056700.2	33222	56232	60010	51866	68866	58380	76902	127088
WUAT02012561.1	Potri.007G123600.1	2306	3578	2716	3748	3888	2418	3886	4694
WUAT02012563.1	Potri.013G139112.1	76	66	96	86	64	102	86	96
WUAT02012565.1	Potri.007G023200.2	5022	7684	4366	7070	5370	5624	3532	3236
WUAT02012578.1	Potri.013G143400.2	18	56	140	60	12	38	30	200
WUAT02012579.1	Potri.013G143400.2	378	682	462	548	770	1020	840	598
WUAT02012580.1	Potri.002G238200.3	25500	29174	22280	33542	49174	26982	37352	37508
WUAT02012583.1	Potri.010G179700.1	3124	3470	3810	3470	6010	4734	4240	4098
WUAT02012585.1	Potri.010G206600.1	246	490	678	408	504	408	432	1066
WUAT02012587.1	Potri.007G001300.1	4248	6124	2808	3952	5894	5464	5784	10034
WUAT02012592.1	Potri.002G188600.4	138392	147872	108210	166450	134490	155174	109314	104814
WUAT02012595.1	Potri.006G108800.3	26278	41984	31398	36662	62446	51956	41462	41040
WUAT02012601.1	Potri.013G133550.1	932	2760	3338	1074	6984	8966	7146	8912
WUAT02012604.1	Potri.006G188700.1	10	0	6	4	4	2	2	2
WUAT02012607.1	Potri.002G160900.8	59064	88410	73006	81152	91634	79284	86806	102880
WUAT02012610.1	Potri.008G136100.2	18866	25880	17730	26232	61242	52678	24962	52038
WUAT02012611.1	Potri.006G101500.14	4872	5860	3108	6140	3252	2996	3886	5460
WUAT02012619.1	Potri.002G193000.2	60912	57222	54052	57846	53320	42560	51932	63448
WUAT02012621.1	Potri.010G064700.2	3010	4206	3074	2848	2132	2088	2924	2850
WUAT02012625.1	Potri.004G125150.1	52	28	28	60	44	36	62	42
WUAT02012626.1	Potri.006G203200.1	7562	11086	8716	5672	8786	8258	10002	8148
WUAT02012628.1	Potri.012G047500.1	34934	24864	12326	32820	17750	6794	7264	5164
WUAT02012637.1	Potri.001G312800.9	10146	10702	9240	10752	12120	9780	10878	13032
WUAT02012641.1	Potri.010G052500.1	334	566	454	266	560	336	672	1472
WUAT02012643.1	Potri.003G201200.4	92	66	138	314	140	106	218	202
WUAT02012645.1	Potri.005G068400.7	13488	14282	12188	16642	14076	12028	12538	13064
WUAT02012646.1	Potri.008G224210.1	11156	16768	13280	17090	19478	13728	18644	20984
WUAT02012650.1	Potri.007G062302.1	512	3034	1220	1540	752	668	500	202
WUAT02012651.1	Potri.017G032200.3	31344	46956	16780	34212	35036	48562	51136	23458
WUAT02012652.1	Potri.001G145400.1	10250	9326	11442	9858	10960	9278	11158	11528
WUAT02012655.1	Potri.006G056600.1	7688	39906	33038	32386	9072	11024	7684	5450
WUAT02012658.1	Potri.010G052500.1	0	0	6	0	2	4	6	0
WUAT02012660.1	Potri.014G110900.2	5852	9474	5542	14678	5048	5070	5906	7478
WUAT02012662.1	Potri.001G457700.1	84	32	62	112	54	56	66	92
WUAT02012664.1	Potri.011G042600.1	1364	1482	1488	1838	1580	1690	816	2590
WUAT02012665.1	Potri.006G052400.1	22606	24352	17720	24192	14406	14270	12724	10396
WUAT02012669.1	Potri.013G018800.2	18384	30070	18196	30804	24370	17554	16200	14840
WUAT02012671.1	Potri.001G131400.4	12	8	12	44	20	94	0	8
WUAT02012672.1	Potri.001G253400.12	4814	8988	7372	9844	9938	5548	10808	11562
WUAT02012682.1	Potri.007G009800.1	26750	35166	24310	37712	33346	29592	30908	37602
WUAT02012683.1	Potri.018G111751.1	268	778	626	650	2196	1844	674	1352
WUAT02012688.1	Potri.013G079600.2	468	812	716	766	820	624	844	854
WUAT02012692.1	Potri.013G086100.1	2732	2186	2016	3656	4942	4584	4652	4254
WUAT02012693.1	Potri.012G080000.1	26458	35836	27558	32190	35320	33024	23416	23378
WUAT02012694.1	Potri.002G248300.2	19716	34480	27320	35386	34312	40778	36462	35700
WUAT02012696.1	Potri.009G035000.3	9608	12512	9286	10350	13648	10440	13322	19164
WUAT02012700.1	Potri.014G149400.2	1378	2028	1590	3972	1476	2782	2218	740
WUAT02012703.1	Potri.008G208300.2	2860	1274	2318	1012	700	1230	1688	1370
WUAT02012711.1	Potri.003G131200.1	1142	832	422	708	1400	1968	982	1210
WUAT02012715.1	Potri.008G224210.1	204	488	1204	404	1570	1376	3130	4380
WUAT02012719.1	Potri.016G119700.1	482	272	238	608	572	788	234	338
WUAT02012723.1	Potri.012G031250.1	19470	24858	22060	21830	23610	18514	19582	20116
WUAT02012724.1	Potri.007G062061.1	21104	30198	28304	28356	23594	26662	24286	37440
WUAT02012727.1	Potri.007G027600.1	6244	6468	5492	9134	12094	12596	9032	13640
WUAT02012730.1	Potri.007G093600.1	11674	12386	9852	13780	12336	12188	10560	11136
WUAT02012733.1	Potri.014G185948.1	3150	4978	4314	4612	4014	3952	4334	4354
WUAT02012735.1	Potri.004G019900.2	22828	39578	37466	5034	18694	7518	3838	784
WUAT02012740.1	Potri.010G059100.1	472	352	364	522	298	154	274	534
WUAT02012741.1	Potri.004G035300.4	53816	60158	38530	35978	46686	41840	56268	89278
WUAT02012745.1	Potri.010G205700.1	13456	11444	4430	20072	21302	18254	21984	50242
WUAT02012746.1	Potri.010G067700.2	206	136	106	296	144	148	344	164
WUAT02012747.1	Potri.013G133550.1	8720	12728	11574	11758	12344	10590	15778	16984
WUAT02012749.1	Potri.003G204600.1	19916	24952	15996	25728	14966	2186	5158	1490
WUAT02012754.1	Potri.001G036100.4	43514	59390	47596	58186	59138	46728	51154	59736
WUAT02012755.1	Potri.013G142972.1	67672	69388	59606	85394	95474	60760	53178	64560
WUAT02012756.1	Potri.001G120200.1	40	10	22	24	22	42	114	76
WUAT02012760.1	Potri.001G312800.9	3370	3006	2720	4314	5042	4684	3928	6366
WUAT02012768.1	Potri.017G129000.13	7328	6318	4902	10288	10246	8598	5674	7364
WUAT02012772.1	Potri.002G112700.1	13406	19498	16186	18216	15872	14472	13922	15832
WUAT02012775.1	Potri.013G133550.1	48	6	32	16	6	18	110	36
WUAT02012776.1	Potri.010G216300.2	80	116	158	186	388	128	86	138
WUAT02012777.1	Potri.001G004800.1	28936	29448	25542	33682	34276	34212	27266	28062
WUAT02012782.1	Potri.011G045912.1	3606	5376	4380	6022	5334	4200	3640	5320
WUAT02012785.1	Potri.006G107500.3	17006	19598	17330	20106	28800	22460	26982	34474
WUAT02012786.1	Potri.011G134200.15	136534	147126	111510	143384	230038	229676	161066	151060
WUAT02012789.1	Potri.019G041300.4	47096	58376	46792	60096	41502	38562	33764	31284
WUAT02012791.1	Potri.013G074650.1	20396	26274	15518	31348	20448	18490	14054	13562
WUAT02012795.1	Potri.006G163301.1	4446	11688	6660	9912	5518	3516	3386	2334
WUAT02012796.1	Potri.011G123700.2	120	140	176	226	322	244	72	438
WUAT02012799.1	Potri.012G058400.2	1620	1334	1184	966	3548	4816	3490	1738
WUAT02012804.1	Potri.001G312800.7	21598	37378	38854	31382	25994	15990	20882	13904
WUAT02012807.1	Potri.001G312800.9	0	0	0	2	0	0	0	2
WUAT02012813.1	Potri.011G125100.1	1972	2696	2460	3676	4348	3530	3200	2964
WUAT02012814.1	Potri.007G025300.7	876	626	1238	666	704	776	1562	1488
WUAT02012817.1	Potri.013G133550.2	11794	26306	13814	24886	13136	19088	19094	20136
WUAT02012821.1	Potri.011G073900.2	458	216	398	542	86	96	188	280
WUAT02012826.1	Potri.014G068700.2	6934	10514	6592	8476	7094	5798	5940	3676
WUAT02012831.1	Potri.001G003800.1	36342	104862	87308	99258	55458	40800	35162	16626
WUAT02012835.1	Potri.011G113575.1	8536	12506	10010	8212	10926	9582	5416	10246
WUAT02012839.1	Potri.002G083400.10	20094	20138	17922	21122	21518	24946	20696	14520
WUAT02012840.1	Potri.001G054600.1	15846	35060	16706	36306	24870	15274	17552	18400
WUAT02012842.1	Potri.001G374200.4	2908	3226	8952	7640	19528	26002	35200	42678
WUAT02012846.1	Potri.011G006100.4	9556	20888	14310	16496	10338	7322	5946	4004
WUAT02012848.1	Potri.010G065100.1	22886	34066	24032	28040	23140	22068	17262	13920
WUAT02012849.1	Potri.012G031250.1	1750	2294	2176	4182	3324	2494	1904	2468
WUAT02012853.1	Potri.009G103000.1	9762	10836	9598	10804	7222	10144	12244	18124
WUAT02012859.1	Potri.005G212700.1	120	180	100	140	178	124	132	104
WUAT02012862.1	Potri.008G061300.1	21464	18236	12620	14672	23614	24718	21862	27776
WUAT02012866.1	Potri.006G163301.1	1444	3742	2436	3084	3214	2348	3628	3054
WUAT02012868.1	Potri.001G312800.9	7522	9242	9442	8394	6678	4406	6878	6668
WUAT02012870.1	Potri.015G143700.5	26620	28808	21662	40232	21796	17770	15518	18146
WUAT02012872.1	Potri.011G125200.5	3370	4192	4202	4720	6602	5566	5092	7932
WUAT02012874.1	Potri.001G334300.2	24348	36418	28842	35448	27146	23044	22274	25004
WUAT02012875.1	Potri.015G140400.2	9308	12904	10928	14626	13584	12866	11418	13568
WUAT02012877.1	Potri.018G106600.1	48614	60478	45560	64276	58280	43034	53246	59410
WUAT02012880.1	Potri.001G062566.1	3866	6396	5908	5006	7456	4992	11474	12358
WUAT02012881.1	Potri.009G073500.1	2018	2890	1378	3408	2294	1860	2152	2148
WUAT02012884.1	Potri.013G136466.1	364	154	82	82	634	340	138	144
WUAT02012885.1	Potri.004G202466.1	120	290	658	476	404	148	3456	144
WUAT02012887.1	Potri.013G141700.2	4	2	4	0	0	0	4	0
WUAT02012889.1	Potri.009G050200.2	4686	5658	3470	5262	6182	5748	8456	8150
WUAT02012890.1	Potri.016G081300.1	37872	57268	36698	53566	50530	35116	33888	35534
WUAT02012891.1	Potri.006G049100.1	20244	20188	19148	21258	22504	19866	18952	29996
WUAT02012892.1	Potri.003G089500.3	5600	9386	6004	8768	7294	6498	5934	5270
WUAT02012893.1	Potri.007G090600.1	256	1764	714	586	884	630	382	472
WUAT02012894.1	Potri.011G074301.1	10174	8694	7266	7884	7926	4902	9924	5126
WUAT02012902.1	Potri.001G312800.7	1734	3676	2938	3734	2660	2496	3096	3228
WUAT02012907.1	Potri.010G212700.1	101554	96830	81518	84270	142284	141714	137060	122124
WUAT02012913.1	Potri.013G142124.1	4362	4758	3562	4344	4530	3420	5388	5180
WUAT02012916.1	Potri.014G127400.1	26074	33600	27086	35346	37324	30478	31536	42082
WUAT02012920.1	Potri.017G142500.1	118	304	374	256	228	184	198	786
WUAT02012921.1	Potri.012G092400.1	8564	15870	14138	13000	8700	8872	9464	10120
WUAT02012929.1	Potri.007G055400.1	958	2530	1042	2752	956	934	1372	490
WUAT02012930.1	Potri.001G115600.1	22482	34270	19626	34812	16594	13938	20236	14644
WUAT02012931.1	Potri.011G082800.2	6798	13710	14922	14902	17088	19312	17720	23738
WUAT02012933.1	Potri.013G029300.2	3754	4332	4078	4242	4774	4636	5340	5906
WUAT02012934.1	Potri.014G180700.1	55350	64756	53230	61704	84982	84972	70176	80716
WUAT02012935.1	Potri.004G222300.1	7710	8232	7486	11630	11940	8228	8010	9670
WUAT02012938.1	Potri.011G142800.1	61196	8826	18240	15726	71600	46642	53788	55048
WUAT02012939.1	Potri.008G126400.1	196	348	344	408	484	584	622	560
WUAT02012940.1	Potri.013G138900.2	12	40	38	26	28	28	40	118
WUAT02012943.1	Potri.013G133550.2	35568	60186	40362	43180	43886	48814	46046	56060
WUAT02012947.1	Potri.009G080600.3	1726	1362	826	1686	2322	1240	2804	2168
WUAT02012948.1	Potri.001G408500.2	15400	15128	14952	14126	18302	16560	19804	24610
WUAT02012952.1	Potri.012G031250.1	11508	13214	10200	14018	25988	16044	16906	13874
WUAT02012957.1	Potri.010G054300.10	12570	13086	13754	15862	17010	17398	18974	24442
WUAT02012958.1	Potri.011G074067.1	3668	8570	6366	9312	5394	7248	4428	5680
WUAT02012961.1	Potri.014G101400.3	22756	28206	19910	27236	22212	19902	19854	19320
WUAT02012962.1	Potri.005G065800.3	2504	2704	1822	2682	2070	2348	2022	2686
WUAT02012963.1	Potri.004G043200.2	6594	11328	12364	9588	13042	8402	12478	13082
WUAT02012964.1	Potri.019G079600.2	2670	2404	3048	5272	3682	4176	2460	3860
WUAT02012966.1	Potri.014G150700.1	12438	17382	12594	13624	28682	24924	27802	29462
WUAT02012967.1	Potri.012G075500.2	13338	26666	8550	18806	17076	18850	17100	17572
